Chr,start,end,mid,sites,Pi,perc_RAD
II,10790001,10800000,10794874,180,0.0024,100%
II,10800001,10810000,10806678,210,0.0015,100%
II,10820001,10830000,10823960,240,0.0021,100%
II,10830001,10840000,10834982,180,0.0,100%
II,10870001,10880000,10875722,240,0.0016,100%
II,10880001,10890000,10885933,220,0.0003,100%
II,10910001,10920000,10916380,179,0.0005,100%
II,10980001,10990000,10986440,186,0.0,100%
II,11010001,11020000,11016766,240,0.0,100%
II,11050001,11060000,11055271,184,0.0004,100%
II,11080001,11090000,11085766,274,0.0,100%
II,11150001,11160000,11153731,160,0.0024,100%
II,11200001,11210000,11204994,239,0.0003,100%
II,11230001,11240000,11235954,210,0.0014,100%
II,11240001,11250000,11245768,240,0.0007,100%
II,11290001,11300000,11295215,210,0.0024,100%
II,11320001,11330000,11323777,387,0.0042,100%
II,11340001,11350000,11345357,330,0.0007,100%
II,11460001,11470000,11464392,282,0.0007,100%
II,11540001,11550000,11544127,270,0.0,100%
II,11550001,11560000,11554930,262,0.0027,100%
II,11570001,11580000,11575889,210,0.0,100%
II,11580001,11590000,11585370,240,0.0012,100%
II,11600001,11610000,11605198,168,0.0012,100%
II,11670001,11680000,11674724,359,0.0,100%
II,11700001,11710000,11706362,209,0.0028,100%
II,11710001,11720000,11718423,198,0.0006,100%
II,11780001,11790000,11786019,210,0.0067,100%
II,11790001,11800000,11795718,180,0.0009,100%
II,11830001,11840000,11835085,180,0.0,100%
II,11870001,11880000,11874299,240,0.0049,100%
II,12060001,12070000,12066138,211,0.0015,100%
II,12130001,12140000,12134861,217,0.0052,100%
II,12140001,12150000,12146279,262,0.0024,100%
II,12150001,12160000,12155041,242,0.0025,100%
II,12360001,12370000,12364801,208,0.0007,100%
II,12550001,12560000,12557818,177,0.0005,100%
II,12730001,12740000,12736268,180,0.0062,100%
II,12830001,12840000,12833246,240,0.0028,100%
II,12970001,12980000,12975548,180,0.0005,100%
II,13030001,13040000,13033574,187,0.003,100%
II,13050001,13060000,13054322,167,0.0,100%
II,13060001,13070000,13062922,160,0.0035,100%
II,13100001,13110000,13105417,216,0.003,100%
II,13120001,13130000,13123851,309,0.0033,100%
II,13600001,13610000,13604146,238,0.0019,100%
II,13610001,13620000,13615349,205,0.0055,100%
II,13620001,13630000,13624618,180,0.0011,100%
II,13770001,13780000,13775890,288,0.007,100%
II,14050001,14060000,14056519,210,0.0004,100%
II,14130001,14140000,14132514,175,0.0025,100%
II,14210001,14220000,14214817,329,0.0053,100%
II,14410001,14420000,14414720,178,0.0027,100%
II,14420001,14430000,14423716,210,0.0,100%
II,14470001,14480000,14475178,209,0.0027,100%
II,14520001,14530000,14523537,209,0.0012,100%
II,15120001,15130000,15125743,167,0.0024,100%
II,15150001,15160000,15155416,240,0.001,100%
II,15190001,15200000,15192579,167,0.0019,100%
III,70001,80000,73412,176,0.0032,100%
III,130001,140000,134653,210,0.0013,100%
III,400001,410000,403596,265,0.001,100%
III,490001,500000,495464,201,0.0,100%
III,540001,550000,544338,187,0.0,100%
III,600001,610000,603499,180,0.0027,100%
III,610001,620000,612659,197,0.0027,100%
III,620001,630000,625431,180,0.0,100%
III,630001,640000,636674,179,0.0,100%
III,710001,720000,714362,318,0.0021,100%
III,740001,750000,743404,180,0.0,100%
III,800001,810000,806200,240,0.001,100%
III,860001,870000,863830,186,0.0017,100%
III,870001,880000,876402,252,0.0022,100%
III,890001,900000,893920,160,0.0103,100%
III,1140001,1150000,1143171,237,0.0068,100%
III,1150001,1160000,1155818,237,0.0003,100%
III,1160001,1170000,1168475,173,0.0051,100%
III,1320001,1330000,1322262,167,0.0007,100%
III,1570001,1580000,1574960,196,0.0047,100%
III,1920001,1930000,1925103,252,0.0023,100%
III,2210001,2220000,2213477,198,0.001,100%
III,2240001,2250000,2246116,230,0.0037,100%
III,2280001,2290000,2283295,163,0.003,100%
III,2300001,2310000,2304799,228,0.0,100%
III,2580001,2590000,2585269,208,0.0004,100%
III,2730001,2740000,2736460,210,0.0008,100%
III,2800001,2810000,2803066,180,0.0006,100%
III,2850001,2860000,2854475,176,0.0017,100%
III,3060001,3070000,3063739,271,0.0,100%
III,3100001,3110000,3106573,199,0.002,100%
III,3170001,3180000,3174443,216,0.0,100%
III,3430001,3440000,3434011,205,0.0,100%
III,3440001,3450000,3443414,317,0.0032,100%
III,3450001,3460000,3454182,195,0.0,100%
III,3470001,3480000,3474273,240,0.0003,100%
III,3480001,3490000,3485644,268,0.0006,100%
III,3490001,3500000,3493591,240,0.0019,100%
III,3520001,3530000,3523351,161,0.0,100%
III,3550001,3560000,3557162,180,0.0,100%
III,3630001,3640000,3635040,172,0.003,100%
III,3710001,3720000,3713978,210,0.0022,100%
III,3750001,3760000,3757596,209,0.0,100%
III,3770001,3780000,3775060,181,0.0,100%
III,3830001,3840000,3833755,239,0.0022,100%
III,3850001,3860000,3856278,181,0.006,100%
III,3910001,3920000,3914325,300,0.0,100%
III,3920001,3930000,3924079,180,0.0009,100%
III,3930001,3940000,3934419,240,0.0003,100%
III,3980001,3990000,3983624,180,0.001,100%
III,4060001,4070000,4064569,180,0.0005,100%
III,4080001,4090000,4085657,180,0.0,100%
III,4110001,4120000,4113967,241,0.0,100%
III,4130001,4140000,4134704,180,0.0,100%
III,4150001,4160000,4152841,210,0.0,100%
III,4180001,4190000,4184891,180,0.0009,100%
III,4190001,4200000,4195268,210,0.0,100%
III,4210001,4220000,4213628,235,0.0,100%
III,4250001,4260000,4256237,210,0.0,100%
III,4310001,4320000,4313472,180,0.0,100%
III,4340001,4350000,4343267,210,0.0017,100%
III,4370001,4380000,4373348,240,0.0004,100%
III,4470001,4480000,4475165,240,0.0,100%
III,4520001,4530000,4524374,240,0.0,100%
III,4530001,4540000,4535784,252,0.0017,100%
III,4540001,4550000,4542891,180,0.0,100%
III,4580001,4590000,4585125,180,0.0,100%
III,4610001,4620000,4614024,240,0.0003,100%
III,4620001,4630000,4626151,193,0.0,100%
III,4670001,4680000,4675525,243,0.0,100%
III,4690001,4700000,4695180,240,0.0003,100%
III,4700001,4710000,4705028,210,0.0004,100%
III,4710001,4720000,4716392,210,0.0,100%
III,4720001,4730000,4726340,180,0.0,100%
III,4750001,4760000,4756623,180,0.0,100%
III,4780001,4790000,4784624,210,0.0,100%
III,4800001,4810000,4804399,180,0.0023,100%
III,4830001,4840000,4834374,240,0.0019,100%
III,4850001,4860000,4853992,270,0.0003,100%
III,4880001,4890000,4886038,180,0.0025,100%
III,4930001,4940000,4936866,210,0.0,100%
III,4950001,4960000,4955755,240,0.0,100%
III,4990001,5000000,4994956,179,0.0004,100%
III,5060001,5070000,5063681,268,0.0,100%
III,5080001,5090000,5084539,210,0.0044,100%
III,5100001,5110000,5104507,300,0.0,100%
III,5150001,5160000,5155407,210,0.0029,100%
III,5170001,5180000,5174112,256,0.0006,100%
III,5180001,5190000,5185767,270,0.0,100%
III,5190001,5200000,5195715,223,0.0004,100%
III,5220001,5230000,5225840,270,0.0003,100%
III,5230001,5240000,5236313,298,0.0003,100%
III,5250001,5260000,5256716,180,0.0,100%
III,5260001,5270000,5264054,197,0.0,100%
III,5270001,5280000,5274902,179,0.0,100%
III,5320001,5330000,5325410,244,0.0,100%
III,5330001,5340000,5335798,180,0.0025,100%
III,5360001,5370000,5364796,187,0.0024,100%
III,5480001,5490000,5484008,253,0.0013,100%
III,5500001,5510000,5504304,209,0.0007,100%
III,5510001,5520000,5515717,270,0.0007,100%
III,5530001,5540000,5534713,180,0.0,100%
III,5540001,5550000,5543778,231,0.0004,100%
III,5600001,5610000,5606417,240,0.0003,100%
III,5660001,5670000,5665404,180,0.0,100%
III,5670001,5680000,5674705,210,0.0007,100%
III,5720001,5730000,5724177,235,0.0007,100%
III,5750001,5760000,5754576,208,0.0004,100%
III,5770001,5780000,5774898,207,0.0,100%
III,5790001,5800000,5794960,205,0.0022,100%
III,5800001,5810000,5804625,240,0.0003,100%
III,5820001,5830000,5823669,226,0.0,100%
III,5830001,5840000,5835489,179,0.0044,100%
III,5850001,5860000,5854835,253,0.0008,100%
III,5960001,5970000,5965573,202,0.0004,100%
III,5990001,6000000,5995275,180,0.002,100%
III,6020001,6030000,6023313,208,0.0006,100%
III,6050001,6060000,6053195,180,0.0,100%
III,6060001,6070000,6063303,180,0.0018,100%
III,6220001,6230000,6225706,180,0.0009,100%
III,6230001,6240000,6234931,216,0.0004,100%
III,6270001,6280000,6275317,270,0.0,100%
III,6280001,6290000,6282635,180,0.0,100%
III,6340001,6350000,6345659,240,0.0012,100%
III,6410001,6420000,6412922,180,0.0,100%
III,6430001,6440000,6434425,225,0.0,100%
III,6440001,6450000,6445621,179,0.0005,100%
III,6450001,6460000,6454829,210,0.0004,100%
III,6540001,6550000,6545609,206,0.0037,100%
III,6580001,6590000,6583793,210,0.0004,100%
III,6610001,6620000,6615857,238,0.0029,100%
III,6620001,6630000,6626372,177,0.0,100%
III,6660001,6670000,6662573,161,0.0,100%
III,6680001,6690000,6683594,208,0.0,100%
III,6710001,6720000,6714499,180,0.0,100%
III,6730001,6740000,6734873,180,0.0021,100%
III,6750001,6760000,6755630,180,0.0005,100%
III,6760001,6770000,6765914,180,0.0,100%
III,6800001,6810000,6805700,210,0.002,100%
III,6810001,6820000,6813582,210,0.0,100%
III,6860001,6870000,6862692,239,0.0,100%
III,6900001,6910000,6905386,210,0.0019,100%
III,6910001,6920000,6914203,270,0.0039,100%
III,6950001,6960000,6955214,180,0.0,100%
III,6960001,6970000,6964373,262,0.0003,100%
III,6980001,6990000,6982890,232,0.0,100%
III,7020001,7030000,7025699,209,0.0004,100%
III,7050001,7060000,7054947,210,0.0,100%
III,7060001,7070000,7063410,178,0.0018,100%
III,7070001,7080000,7075060,179,0.0005,100%
III,7110001,7120000,7113456,176,0.0,100%
III,7140001,7150000,7143698,210,0.0052,100%
III,7150001,7160000,7154890,210,0.0007,100%
III,7160001,7170000,7163944,269,0.0,100%
III,7220001,7230000,7223815,210,0.0004,100%
III,7280001,7290000,7284013,300,0.0,100%
III,7290001,7300000,7296138,161,0.0007,100%
III,7310001,7320000,7315494,270,0.0007,100%
III,7350001,7360000,7355203,269,0.0006,100%
III,7380001,7390000,7383935,338,0.0,100%
III,7390001,7400000,7395350,240,0.0,100%
III,7510001,7520000,7516160,231,0.0014,100%
III,7570001,7580000,7576251,180,0.0005,100%
III,7590001,7600000,7595945,891,0.0147,100%
III,7620001,7630000,7623691,205,0.0,100%
III,7690001,7700000,7693951,209,0.0,100%
III,7700001,7710000,7703603,239,0.0003,100%
III,7720001,7730000,7725553,180,0.0038,100%
III,7740001,7750000,7745014,287,0.0036,100%
III,7750001,7760000,7753618,222,0.0023,100%
III,7760001,7770000,7765656,180,0.0,100%
III,7790001,7800000,7793857,173,0.0015,100%
III,7810001,7820000,7815371,179,0.0,100%
III,7820001,7830000,7824428,270,0.0,100%
III,7830001,7840000,7834992,180,0.0005,100%
III,7850001,7860000,7854960,238,0.0,100%
III,7860001,7870000,7865450,162,0.001,100%
III,7900001,7910000,7905890,181,0.0,100%
III,7910001,7920000,7915190,179,0.0,100%
III,7920001,7930000,7926444,180,0.0005,100%
III,7930001,7940000,7936581,165,0.0,100%
III,7940001,7950000,7945889,260,0.002,100%
III,7950001,7960000,7953889,300,0.0003,100%
III,8050001,8060000,8056465,307,0.0003,100%
III,8060001,8070000,8065312,240,0.0019,100%
III,8070001,8080000,8075164,210,0.0,100%
III,8080001,8090000,8084950,180,0.0,100%
III,8110001,8120000,8114822,269,0.0032,100%
III,8140001,8150000,8145046,210,0.0,100%
III,8180001,8190000,8186253,187,0.0004,100%
III,8250001,8260000,8253069,240,0.0003,100%
III,8360001,8370000,8365234,210,0.0,100%
III,8380001,8390000,8385260,209,0.0,100%
III,8420001,8430000,8422687,210,0.0,100%
III,8570001,8580000,8574946,209,0.0,100%
III,8590001,8600000,8593021,164,0.0031,100%
III,8600001,8610000,8606628,178,0.0,100%
III,8670001,8680000,8675909,246,0.0003,100%
III,8680001,8690000,8685745,174,0.0,100%
III,8720001,8730000,8724652,225,0.0006,100%
III,8740001,8750000,8744895,180,0.0,100%
III,8750001,8760000,8754412,240,0.0018,100%
III,8770001,8780000,8775247,179,0.0,100%
III,8780001,8790000,8785679,248,0.0016,100%
III,8800001,8810000,8806606,167,0.0059,100%
III,8810001,8820000,8815701,210,0.0008,100%
III,8890001,8900000,8894935,249,0.0,100%
III,8900001,8910000,8903262,210,0.0011,100%
III,8960001,8970000,8966538,180,0.0054,100%
III,9010001,9020000,9016061,206,0.0011,100%
III,9020001,9030000,9024513,210,0.0004,100%
III,9030001,9040000,9034287,180,0.0005,100%
III,9040001,9050000,9046313,279,0.0023,100%
III,9060001,9070000,9064795,192,0.0012,100%
III,9070001,9080000,9075654,210,0.0,100%
III,9080001,9090000,9086242,330,0.0002,100%
III,9120001,9130000,9124432,210,0.0,100%
III,9220001,9230000,9226591,180,0.0,100%
III,9260001,9270000,9265293,198,0.0012,100%
III,9290001,9300000,9295988,180,0.0,100%
III,9310001,9320000,9313755,166,0.0,100%
III,9340001,9350000,9343395,270,0.0003,100%
III,9360001,9370000,9364602,204,0.002,100%
III,9380001,9390000,9384781,269,0.0,100%
III,9390001,9400000,9395309,180,0.0,100%
III,9430001,9440000,9436194,210,0.0,100%
III,9520001,9530000,9523260,180,0.0,100%
III,9540001,9550000,9545580,180,0.0,100%
III,9570001,9580000,9575768,210,0.0004,100%
III,9580001,9590000,9583865,217,0.0,100%
III,9590001,9600000,9595379,270,0.0003,100%
III,9610001,9620000,9615161,240,0.0,100%
III,9620001,9630000,9624438,240,0.0003,100%
III,9710001,9720000,9716505,210,0.0,100%
III,9740001,9750000,9746920,182,0.0,100%
III,9760001,9770000,9766058,196,0.0008,100%
III,9800001,9810000,9804315,239,0.0,100%
III,9830001,9840000,9833155,207,0.0031,100%
III,9840001,9850000,9845242,197,0.0,100%
III,9850001,9860000,9854130,180,0.0026,100%
III,9940001,9950000,9944947,210,0.0179,100%
III,9950001,9960000,9953791,299,0.0027,100%
III,9980001,9990000,9983739,180,0.0038,100%
III,10010001,10020000,10015666,180,0.0014,100%
III,10030001,10040000,10035648,180,0.0025,100%
III,10040001,10050000,10045851,270,0.0009,100%
III,10070001,10080000,10075559,210,0.0,100%
III,10110001,10120000,10115294,270,0.0,100%
III,10130001,10140000,10135947,198,0.0029,100%
III,10140001,10150000,10143965,207,0.0006,100%
III,10200001,10210000,10204733,180,0.0,100%
III,10210001,10220000,10214274,180,0.0,100%
III,10240001,10250000,10244428,209,0.0004,100%
III,10300001,10310000,10305097,180,0.001,100%
III,10400001,10410000,10406227,206,0.0,100%
III,10420001,10430000,10424027,180,0.0005,100%
III,10440001,10450000,10443771,177,0.0005,100%
III,10450001,10460000,10453735,180,0.0005,100%
III,10470001,10480000,10474177,180,0.0028,100%
III,10590001,10600000,10594313,299,0.0003,100%
III,10600001,10610000,10605369,210,0.0005,100%
III,10690001,10700000,10696061,251,0.0025,100%
III,10740001,10750000,10745286,240,0.0013,100%
III,10780001,10790000,10786778,240,0.0023,100%
III,10850001,10860000,10855007,195,0.0005,100%
III,10870001,10880000,10874421,326,0.0002,100%
III,10920001,10930000,10924515,300,0.0011,100%
III,10950001,10960000,10954839,201,0.0033,100%
III,11070001,11080000,11075366,210,0.0017,100%
III,11140001,11150000,11144616,180,0.0,100%
III,11180001,11190000,11188306,179,0.0013,100%
III,11210001,11220000,11215824,171,0.0,100%
III,11700001,11710000,11706282,228,0.0004,100%
III,11780001,11790000,11786570,270,0.0023,100%
III,11910001,11920000,11915189,210,0.0023,100%
III,11970001,11980000,11974923,197,0.0014,100%
III,12040001,12050000,12047030,180,0.009,100%
III,12110001,12120000,12114860,183,0.0,100%
III,12310001,12320000,12314739,177,0.0011,100%
III,12490001,12500000,12496216,175,0.0,100%
III,12660001,12670000,12663995,195,0.0029,100%
III,12850001,12860000,12855747,172,0.0,100%
III,12970001,12980000,12976491,163,0.0,100%
III,13180001,13190000,13184657,165,0.0008,100%
III,13270001,13280000,13276058,180,0.0,100%
III,13290001,13300000,13294464,179,0.0,100%
III,13390001,13400000,13395760,240,0.0019,100%
III,13420001,13430000,13425392,180,0.0,100%
III,13460001,13470000,13465183,180,0.0,100%
III,13500001,13510000,13505413,360,0.0002,100%
III,13660001,13670000,13668045,189,0.0005,100%
III,13690001,13700000,13694230,270,0.0027,100%
III,13710001,13720000,13714989,212,0.0,100%
III,13760001,13770000,13764023,180,0.0009,100%
IV,210001,220000,216593,168,0.0,100%
IV,220001,230000,224486,174,0.0029,100%
IV,250001,260000,254179,162,0.0009,100%
IV,300001,310000,305874,180,0.001,100%
IV,360001,370000,364226,209,0.0011,100%
IV,370001,380000,373713,180,0.0,100%
IV,430001,440000,434571,240,0.0007,100%
IV,450001,460000,454847,206,0.006,100%
IV,760001,770000,765524,169,0.0019,100%
IV,780001,790000,783491,165,0.004,100%
IV,800001,810000,803600,257,0.0006,100%
IV,870001,880000,873526,300,0.002,100%
IV,920001,930000,926947,172,0.004,100%
IV,960001,970000,967738,218,0.0004,100%
IV,1160001,1170000,1163575,218,0.0048,100%
IV,1230001,1240000,1235061,180,0.0022,100%
IV,1380001,1390000,1385119,163,0.0,100%
IV,1410001,1420000,1413786,202,0.0043,100%
IV,1430001,1440000,1434729,178,0.0097,100%
IV,1510001,1520000,1515436,207,0.0008,100%
IV,1660001,1670000,1663275,176,0.0131,100%
IV,1680001,1690000,1685845,167,0.0,100%
IV,1910001,1920000,1913668,180,0.006,100%
IV,1960001,1970000,1966354,202,0.0,100%
IV,1980001,1990000,1984827,178,0.0005,100%
IV,2020001,2030000,2028365,179,0.0005,100%
IV,2030001,2040000,2035005,191,0.0038,100%
IV,2140001,2150000,2147051,179,0.0,100%
IV,2150001,2160000,2154544,240,0.0047,100%
IV,2170001,2180000,2175675,342,0.0016,100%
IV,2220001,2230000,2226089,189,0.0006,100%
IV,2230001,2240000,2234161,265,0.0052,100%
IV,2240001,2250000,2242739,179,0.0167,100%
IV,2260001,2270000,2263795,189,0.0,100%
IV,2340001,2350000,2344595,162,0.0,100%
IV,2370001,2380000,2375430,307,0.0006,100%
IV,2460001,2470000,2462634,169,0.0054,100%
IV,2600001,2610000,2605144,236,0.0038,100%
IV,2610001,2620000,2616126,388,0.0051,100%
IV,2620001,2630000,2624595,228,0.0,100%
IV,2670001,2680000,2674534,184,0.0,100%
IV,2800001,2810000,2805994,169,0.0024,100%
IV,2890001,2900000,2895667,175,0.0011,100%
IV,3210001,3220000,3215460,168,0.0033,100%
IV,3240001,3250000,3244385,217,0.0018,100%
IV,3270001,3280000,3275075,176,0.0009,100%
IV,3280001,3290000,3285783,325,0.003,100%
IV,3320001,3330000,3325325,180,0.002,100%
IV,3380001,3390000,3386389,184,0.0008,100%
IV,3400001,3410000,3406362,189,0.0017,100%
IV,3410001,3420000,3413481,305,0.0022,100%
IV,3420001,3430000,3426151,168,0.0059,100%
IV,3530001,3540000,3535152,183,0.0013,100%
IV,3610001,3620000,3615101,179,0.0033,100%
IV,3800001,3810000,3805378,180,0.0052,100%
IV,3850001,3860000,3854590,180,0.0,100%
IV,3880001,3890000,3886638,240,0.0003,100%
IV,3980001,3990000,3982479,173,0.0048,100%
IV,4040001,4050000,4043866,234,0.0026,100%
IV,4170001,4180000,4175807,192,0.0,100%
IV,4240001,4250000,4244620,226,0.0004,100%
IV,4250001,4260000,4256608,201,0.0051,100%
IV,4290001,4300000,4296630,210,0.0004,100%
IV,4330001,4340000,4334982,180,0.0005,100%
IV,4390001,4400000,4394343,176,0.0019,100%
IV,4410001,4420000,4416911,348,0.011,100%
IV,4420001,4430000,4423077,395,0.0143,100%
IV,4440001,4450000,4443426,240,0.0,100%
IV,4610001,4620000,4615736,208,0.0023,100%
IV,4650001,4660000,4653483,240,0.0,100%
IV,4750001,4760000,4756540,180,0.0,100%
IV,4800001,4810000,4805873,240,0.0,100%
IV,4860001,4870000,4867394,173,0.0005,100%
IV,4870001,4880000,4874199,210,0.0024,100%
IV,4930001,4940000,4933447,330,0.0007,100%
IV,4960001,4970000,4965666,179,0.0005,100%
IV,4980001,4990000,4983870,180,0.0005,100%
IV,5180001,5190000,5185327,178,0.0007,100%
IV,5190001,5200000,5195075,180,0.0015,100%
IV,5220001,5230000,5224616,239,0.0004,100%
IV,5270001,5280000,5276387,169,0.0028,100%
IV,5340001,5350000,5345530,165,0.0005,100%
IV,5360001,5370000,5365652,210,0.0008,100%
IV,5380001,5390000,5383890,180,0.0,100%
IV,5390001,5400000,5395510,240,0.0003,100%
IV,5500001,5510000,5505946,179,0.0,100%
IV,5580001,5590000,5583713,240,0.0,100%
IV,5680001,5690000,5686352,180,0.0,100%
IV,5780001,5790000,5785062,259,0.004,100%
IV,5790001,5800000,5795029,210,0.0,100%
IV,5850001,5860000,5853593,270,0.0,100%
IV,5920001,5930000,5924158,183,0.0012,100%
IV,5940001,5950000,5944122,179,0.0,100%
IV,5990001,6000000,5993135,300,0.0,100%
IV,6010001,6020000,6016917,180,0.0,100%
IV,6100001,6110000,6107026,207,0.0008,100%
IV,6110001,6120000,6116611,341,0.0,100%
IV,6150001,6160000,6155546,239,0.0,100%
IV,6160001,6170000,6166310,161,0.0,100%
IV,6270001,6280000,6274179,239,0.0021,100%
IV,6330001,6340000,6334585,238,0.0007,100%
IV,6340001,6350000,6345252,210,0.0,100%
IV,6360001,6370000,6365646,234,0.0,100%
IV,6380001,6390000,6383368,179,0.0,100%
IV,6440001,6450000,6445516,180,0.0005,100%
IV,6450001,6460000,6454393,163,0.002,100%
IV,6490001,6500000,6492038,180,0.0,100%
IV,6510001,6520000,6514526,215,0.0004,100%
IV,6600001,6610000,6605235,300,0.0019,100%
IV,6610001,6620000,6614095,270,0.0022,100%
IV,6620001,6630000,6624547,179,0.0,100%
IV,6630001,6640000,6635634,180,0.0047,100%
IV,6650001,6660000,6653594,166,0.0033,100%
IV,6660001,6670000,6664800,166,0.0012,100%
IV,6740001,6750000,6742917,301,0.0005,100%
