scaffold,start,end,mid,sites,pi_all,species,gen_region
I,5860001,5870000,5865581,3516,0.0001,elegans,genic
I,5870001,5880000,5875727,1478,0.0003,elegans,genic
I,5890001,5900000,5893849,1359,0.0004,elegans,genic
I,5900001,5910000,5903028,1215,0.0006,elegans,genic
I,5910001,5920000,5917161,1725,0.0002,elegans,genic
I,5920001,5930000,5924922,2981,0.0005,elegans,genic
I,5930001,5940000,5932977,2218,0.0001,elegans,genic
I,5940001,5950000,5945264,2321,0.0004,elegans,genic
I,5950001,5960000,5954565,1531,0.001,elegans,genic
I,5960001,5970000,5965621,2115,0.0002,elegans,genic
I,5970001,5980000,5971860,1283,0.0004,elegans,genic
I,5980001,5990000,5985828,1022,0.0005,elegans,genic
I,5990001,6000000,5994365,1213,0.0003,elegans,genic
I,6000001,6010000,6005527,1774,0.0002,elegans,genic
I,6010001,6020000,6014594,2983,0.0007,elegans,genic
I,6020001,6030000,6024087,2087,0.0004,elegans,genic
I,6030001,6040000,6034693,1549,0.0007,elegans,genic
I,6040001,6050000,6045883,2826,0.0005,elegans,genic
I,6050001,6060000,6056653,2159,0.0002,elegans,genic
I,6060001,6070000,6064196,1953,0.0005,elegans,genic
I,6070001,6080000,6073278,1324,0.0005,elegans,genic
I,6080001,6090000,6084595,1377,0.0001,elegans,genic
I,6090001,6100000,6093819,1221,0.0005,elegans,genic
I,6100001,6110000,6107125,884,0.0002,elegans,genic
I,6110001,6120000,6112384,1157,0.0001,elegans,genic
I,6120001,6130000,6124126,918,0.0003,elegans,genic
I,6130001,6140000,6134085,934,0.0002,elegans,genic
I,6140001,6150000,6144963,1369,0.0001,elegans,genic
I,6150001,6160000,6154708,1269,0.0006,elegans,genic
I,6170001,6180000,6178201,611,0.0001,elegans,genic
I,6180001,6190000,6186392,2367,0.0002,elegans,genic
I,6190001,6200000,6191424,1343,0.0001,elegans,genic
I,6200001,6210000,6204187,1438,0.0002,elegans,genic
I,6210001,6220000,6214218,1844,0.0001,elegans,genic
I,6220001,6230000,6225867,279,0.0,elegans,genic
I,6230001,6240000,6237577,857,0.0003,elegans,genic
I,6240001,6250000,6245876,3405,0.0002,elegans,genic
I,6250001,6260000,6255760,1358,0.0001,elegans,genic
I,6260001,6270000,6263990,1420,0.0006,elegans,genic
I,6280001,6290000,6286254,1461,0.0001,elegans,genic
I,6290001,6300000,6297437,746,0.0001,elegans,genic
I,6300001,6310000,6304239,2264,0.0005,elegans,genic
I,6310001,6320000,6314893,1187,0.0005,elegans,genic
I,6320001,6330000,6321162,1051,0.0002,elegans,genic
I,6340001,6350000,6345323,1854,0.0002,elegans,genic
I,6350001,6360000,6354459,2519,0.0001,elegans,genic
I,6360001,6370000,6366615,1528,0.0001,elegans,genic
I,6370001,6380000,6373983,2598,0.0001,elegans,genic
I,6380001,6390000,6387044,1858,0.0001,elegans,genic
I,6390001,6400000,6393258,439,0.0004,elegans,genic
I,6400001,6410000,6404963,753,0.0006,elegans,genic
I,6410001,6420000,6411083,885,0.0005,elegans,genic
I,6420001,6430000,6425096,2191,0.0002,elegans,genic
I,6430001,6440000,6437147,904,0.0004,elegans,genic
I,6440001,6450000,6445463,2410,0.001,elegans,genic
I,6450001,6460000,6453352,920,0.0005,elegans,genic
I,6460001,6470000,6465731,2511,0.0004,elegans,genic
I,6470001,6480000,6477792,546,0.0006,elegans,genic
I,6480001,6490000,6483636,1840,0.0003,elegans,genic
I,6490001,6500000,6496382,1689,0.0005,elegans,genic
I,6500001,6510000,6506439,924,0.0003,elegans,genic
I,6510001,6520000,6516929,1910,0.0003,elegans,genic
I,6520001,6530000,6525655,470,0.0002,elegans,genic
I,6530001,6540000,6533914,1375,0.0007,elegans,genic
I,6540001,6550000,6544950,2810,0.0001,elegans,genic
I,6550001,6560000,6554284,2214,0.0002,elegans,genic
I,6560001,6570000,6563654,3413,0.0,elegans,genic
I,6570001,6580000,6573712,1431,0.0002,elegans,genic
I,6580001,6590000,6583506,480,0.0003,elegans,genic
I,6590001,6600000,6596078,1785,0.0002,elegans,genic
I,6600001,6610000,6602465,1861,0.0002,elegans,genic
I,6610001,6620000,6616142,1621,0.0003,elegans,genic
I,6620001,6630000,6623922,1566,0.0002,elegans,genic
I,6630001,6640000,6634434,857,0.0001,elegans,genic
I,6640001,6650000,6641862,420,0.0,elegans,genic
I,6650001,6660000,6654033,596,0.0008,elegans,genic
I,6660001,6670000,6666798,1717,0.0003,elegans,genic
I,6670001,6680000,6671093,258,0.0,elegans,genic
I,6680001,6690000,6682554,443,0.0008,elegans,genic
I,6690001,6700000,6691102,416,0.0004,elegans,genic
I,6700001,6710000,6707133,1256,0.0001,elegans,genic
I,6710001,6720000,6718010,384,0.0,elegans,genic
I,6720001,6730000,6724845,2198,0.0003,elegans,genic
I,6730001,6740000,6734123,2420,0.0001,elegans,genic
I,6740001,6750000,6746338,1725,0.0005,elegans,genic
I,6750001,6760000,6754322,1219,0.0,elegans,genic
I,6760001,6770000,6763460,592,0.0,elegans,genic
I,6770001,6780000,6777784,660,0.0008,elegans,genic
I,6780001,6790000,6788342,434,0.0002,elegans,genic
I,6790001,6800000,6796418,1963,0.0006,elegans,genic
I,6800001,6810000,6807029,1010,0.0004,elegans,genic
I,6810001,6820000,6815936,532,0.0,elegans,genic
I,6820001,6830000,6823407,3467,0.0002,elegans,genic
I,6830001,6840000,6835088,1969,0.0003,elegans,genic
I,6840001,6850000,6844374,866,0.0001,elegans,genic
I,6850001,6860000,6854039,1120,0.0001,elegans,genic
I,6860001,6870000,6867989,485,0.0,elegans,genic
I,6870001,6880000,6873911,1289,0.0001,elegans,genic
I,6880001,6890000,6886746,2904,0.0001,elegans,genic
I,6890001,6900000,6892890,2585,0.0002,elegans,genic
I,6900001,6910000,6905193,2398,0.0001,elegans,genic
I,6910001,6920000,6915128,2471,0.0002,elegans,genic
I,6920001,6930000,6923878,1882,0.0001,elegans,genic
I,6930001,6940000,6936357,1966,0.0006,elegans,genic
I,6940001,6950000,6945718,2297,0.0003,elegans,genic
I,6950001,6960000,6955315,1310,0.0001,elegans,genic
I,6970001,6980000,6973579,1615,0.0002,elegans,genic
I,6990001,7000000,6994309,2601,0.0004,elegans,genic
I,7000001,7010000,7009019,545,0.0003,elegans,genic
I,7010001,7020000,7016537,3190,0.0005,elegans,genic
I,7020001,7030000,7023962,1626,0.0002,elegans,genic
I,7040001,7050000,7043016,1401,0.0001,elegans,genic
I,7050001,7060000,7056409,1044,0.0002,elegans,genic
I,7060001,7070000,7065482,453,0.0,elegans,genic
I,7070001,7080000,7072774,876,0.0,elegans,genic
I,7080001,7090000,7083279,1736,0.0002,elegans,genic
I,7090001,7100000,7095211,2530,0.0003,elegans,genic
I,7110001,7120000,7117551,1222,0.0001,elegans,genic
I,7120001,7130000,7122922,432,0.0002,elegans,genic
I,7130001,7140000,7135491,1039,0.0001,elegans,genic
I,7140001,7150000,7143137,1008,0.0002,elegans,genic
I,7150001,7160000,7154722,1725,0.0,elegans,genic
I,7160001,7170000,7164351,3345,0.0,elegans,genic
I,7180001,7190000,7185592,1390,0.0003,elegans,genic
I,7190001,7200000,7191680,1797,0.0,elegans,genic
I,7200001,7210000,7205288,920,0.0004,elegans,genic
I,7210001,7220000,7217646,1465,0.0004,elegans,genic
I,7220001,7230000,7226036,2070,0.0003,elegans,genic
I,7230001,7240000,7234284,2057,0.0001,elegans,genic
I,7240001,7250000,7248818,295,0.0003,elegans,genic
I,7250001,7260000,7254399,1573,0.0001,elegans,genic
I,7260001,7270000,7261071,511,0.0,elegans,genic
I,7270001,7280000,7272143,839,0.0,elegans,genic
I,7280001,7290000,7280796,665,0.0,elegans,genic
I,7290001,7300000,7294637,2668,0.0002,elegans,genic
I,7300001,7310000,7305889,2620,0.0001,elegans,genic
I,7310001,7320000,7314177,1897,0.0001,elegans,genic
I,7330001,7340000,7339900,196,0.0005,elegans,genic
I,7340001,7350000,7345521,2097,0.0005,elegans,genic
I,7350001,7360000,7353066,1437,0.0001,elegans,genic
I,7360001,7370000,7363040,2329,0.0002,elegans,genic
I,7370001,7380000,7371133,470,0.0002,elegans,genic
I,7380001,7390000,7384350,1229,0.0001,elegans,genic
I,7390001,7400000,7396072,902,0.0004,elegans,genic
I,7400001,7410000,7406476,456,0.0007,elegans,genic
I,7420001,7430000,7424988,467,0.0,elegans,genic
I,7430001,7440000,7437326,416,0.0002,elegans,genic
I,7440001,7450000,7440950,370,0.0007,elegans,genic
I,7450001,7460000,7453476,2563,0.0002,elegans,genic
I,7470001,7480000,7476279,445,0.0002,elegans,genic
I,7480001,7490000,7488725,1724,0.0002,elegans,genic
I,7490001,7500000,7490428,1131,0.0001,elegans,genic
I,7500001,7510000,7504929,1489,0.0008,elegans,genic
I,7510001,7520000,7511729,1624,0.0002,elegans,genic
I,7520001,7530000,7526278,427,0.0,elegans,genic
I,7530001,7540000,7532829,1375,0.0009,elegans,genic
I,7540001,7550000,7541244,818,0.0006,elegans,genic
I,7550001,7560000,7557022,2190,0.0002,elegans,genic
I,7560001,7570000,7564730,3327,0.0001,elegans,genic
I,7570001,7580000,7576463,473,0.0011,elegans,genic
I,7580001,7590000,7585364,3722,0.0003,elegans,genic
I,7590001,7600000,7594431,3270,0.0002,elegans,genic
I,7600001,7610000,7604893,3316,0.0001,elegans,genic
I,7610001,7620000,7616473,1943,0.0004,elegans,genic
I,7620001,7630000,7628647,1540,0.0003,elegans,genic
I,7630001,7640000,7635381,3420,0.0003,elegans,genic
I,7640001,7650000,7646621,2042,0.0003,elegans,genic
I,7650001,7660000,7654379,1448,0.0001,elegans,genic
I,7660001,7670000,7669330,515,0.0,elegans,genic
I,7670001,7680000,7674696,1348,0.0001,elegans,genic
I,7680001,7690000,7684716,3174,0.0003,elegans,genic
I,7690001,7700000,7693532,2738,0.0004,elegans,genic
I,7700001,7710000,7703607,1403,0.0,elegans,genic
I,7710001,7720000,7711562,1759,0.0003,elegans,genic
I,7720001,7730000,7724496,322,0.0003,elegans,genic
I,7730001,7740000,7735204,3821,0.0005,elegans,genic
I,7750001,7760000,7756144,420,0.0007,elegans,genic
I,7760001,7770000,7768239,882,0.0002,elegans,genic
I,7770001,7780000,7773669,864,0.0003,elegans,genic
I,7790001,7800000,7792526,715,0.0003,elegans,genic
I,7800001,7810000,7801140,578,0.0008,elegans,genic
I,7810001,7820000,7815096,977,0.0004,elegans,genic
I,7820001,7830000,7826709,1244,0.0004,elegans,genic
I,7830001,7840000,7833513,1722,0.0,elegans,genic
I,7840001,7850000,7848199,1498,0.0002,elegans,genic
I,7850001,7860000,7853959,2660,0.0003,elegans,genic
I,7860001,7870000,7863188,446,0.0004,elegans,genic
I,7870001,7880000,7871455,1417,0.0003,elegans,genic
I,7880001,7890000,7884940,1055,0.0002,elegans,genic
I,7890001,7900000,7892049,1810,0.0002,elegans,genic
I,7900001,7910000,7902951,2176,0.0004,elegans,genic
I,7910001,7920000,7915773,1323,0.0029,elegans,genic
I,7920001,7930000,7924823,1871,0.0,elegans,genic
I,7930001,7940000,7935720,2851,0.0003,elegans,genic
I,7940001,7950000,7945795,1898,0.0003,elegans,genic
I,7950001,7960000,7955322,1338,0.0048,elegans,genic
I,7960001,7970000,7965865,2862,0.0004,elegans,genic
I,7970001,7980000,7974923,916,0.0003,elegans,genic
I,7980001,7990000,7984858,869,0.0004,elegans,genic
I,7990001,8000000,7993676,738,0.0002,elegans,genic
I,8000001,8010000,8006049,505,0.0003,elegans,genic
I,8010001,8020000,8016477,2079,0.0002,elegans,genic
I,8020001,8030000,8023224,3003,0.0003,elegans,genic
I,8030001,8040000,8034285,1972,0.0001,elegans,genic
I,8040001,8050000,8041736,616,0.0001,elegans,genic
I,8050001,8060000,8053661,1385,0.0001,elegans,genic
I,8060001,8070000,8065453,2543,0.0,elegans,genic
I,8070001,8080000,8076878,2043,0.0002,elegans,genic
I,8080001,8090000,8086405,2068,0.0002,elegans,genic
I,8090001,8100000,8093878,790,0.0,elegans,genic
I,8100001,8110000,8106570,787,0.0,elegans,genic
I,8110001,8120000,8113359,425,0.0002,elegans,genic
I,8120001,8130000,8127316,218,0.0,elegans,genic
I,8130001,8140000,8134525,597,0.0004,elegans,genic
I,8140001,8150000,8141200,560,0.0001,elegans,genic
I,8150001,8160000,8156944,1421,0.0004,elegans,genic
I,8160001,8170000,8165958,1715,0.0002,elegans,genic
I,8170001,8180000,8175456,1705,0.0007,elegans,genic
I,8180001,8190000,8186906,1243,0.0005,elegans,genic
I,8190001,8200000,8194974,1284,0.0003,elegans,genic
I,8200001,8210000,8204215,1099,0.0005,elegans,genic
I,8210001,8220000,8211899,471,0.001,elegans,genic
I,8220001,8230000,8225765,3458,0.0004,elegans,genic
I,8230001,8240000,8234549,1731,0.0002,elegans,genic
I,8240001,8250000,8246540,1533,0.0001,elegans,genic
I,8250001,8260000,8258195,166,0.0005,elegans,genic
I,8260001,8270000,8265686,1177,0.0001,elegans,genic
I,8270001,8280000,8277387,673,0.0006,elegans,genic
I,8280001,8290000,8285973,1515,0.0001,elegans,genic
I,8290001,8300000,8296776,1644,0.0,elegans,genic
I,8300001,8310000,8305398,578,0.0003,elegans,genic
I,8310001,8320000,8318028,1210,0.0003,elegans,genic
I,8320001,8330000,8324674,1438,0.0,elegans,genic
I,8330001,8340000,8336097,2013,0.0002,elegans,genic
I,8340001,8350000,8343004,1498,0.0002,elegans,genic
I,8350001,8360000,8357853,1781,0.0003,elegans,genic
I,8360001,8370000,8365403,2811,0.0034,elegans,genic
I,8370001,8380000,8376945,1450,0.0003,elegans,genic
I,8380001,8390000,8383832,2469,0.0002,elegans,genic
I,8390001,8400000,8396039,1997,0.0001,elegans,genic
I,8400001,8410000,8408465,1008,0.0002,elegans,genic
I,8410001,8420000,8415205,1285,0.0001,elegans,genic
I,8420001,8430000,8423381,1633,0.0002,elegans,genic
I,8430001,8440000,8434569,2293,0.0001,elegans,genic
I,8440001,8450000,8447545,1165,0.0001,elegans,genic
I,8450001,8460000,8450555,672,0.0002,elegans,genic
I,8460001,8470000,8465527,1264,0.0002,elegans,genic
I,8470001,8480000,8472408,1211,0.0005,elegans,genic
I,8480001,8490000,8487775,968,0.0002,elegans,genic
I,8490001,8500000,8495108,2091,0.0001,elegans,genic
I,8500001,8510000,8501382,934,0.0004,elegans,genic
I,8520001,8530000,8526347,1934,0.0001,elegans,genic
I,8530001,8540000,8530814,848,0.0,elegans,genic
I,8540001,8550000,8542706,1364,0.002,elegans,genic
I,8550001,8560000,8554260,3559,0.0002,elegans,genic
I,8560001,8570000,8561675,1128,0.0004,elegans,genic
I,8570001,8580000,8576333,1850,0.0005,elegans,genic
I,8580001,8590000,8584934,957,0.0,elegans,genic
I,8590001,8600000,8594685,1716,0.0003,elegans,genic
I,8600001,8610000,8604126,1187,0.0003,elegans,genic
I,8610001,8620000,8612704,1117,0.0008,elegans,genic
I,8620001,8630000,8624908,469,0.0002,elegans,genic
I,8630001,8640000,8636135,1494,0.0002,elegans,genic
I,8640001,8650000,8643932,1421,0.0009,elegans,genic
I,8650001,8660000,8655298,857,0.0001,elegans,genic
I,8660001,8670000,8664141,872,0.0003,elegans,genic
I,8670001,8680000,8673685,761,0.0003,elegans,genic
I,8680001,8690000,8687338,855,0.0001,elegans,genic
I,8690001,8700000,8695311,1610,0.0006,elegans,genic
I,8700001,8710000,8704317,1546,0.0001,elegans,genic
I,8710001,8720000,8713377,1966,0.0002,elegans,genic
I,8720001,8730000,8721644,708,0.0008,elegans,genic
I,8730001,8740000,8734583,1654,0.0002,elegans,genic
I,8740001,8750000,8742983,892,0.0,elegans,genic
I,8750001,8760000,8753928,2432,0.0001,elegans,genic
I,8760001,8770000,8766917,3124,0.0001,elegans,genic
I,8770001,8780000,8774742,1367,0.0002,elegans,genic
I,8790001,8800000,8796194,2761,0.0003,elegans,genic
I,8800001,8810000,8804463,2651,0.0001,elegans,genic
I,8810001,8820000,8813955,3931,0.0003,elegans,genic
I,8820001,8830000,8824298,3088,0.0003,elegans,genic
I,8830001,8840000,8833818,2775,0.0,elegans,genic
I,8840001,8850000,8845971,2679,0.0002,elegans,genic
I,8850001,8860000,8858752,1115,0.0007,elegans,genic
I,8860001,8870000,8864373,1004,0.0004,elegans,genic
I,8870001,8880000,8877209,1869,0.0003,elegans,genic
I,8880001,8890000,8885942,936,0.0003,elegans,genic
I,8890001,8900000,8894652,1757,0.0001,elegans,genic
I,8900001,8910000,8905248,2618,0.0002,elegans,genic
I,8910001,8920000,8914485,2631,0.0002,elegans,genic
I,8920001,8930000,8924334,1234,0.0001,elegans,genic
I,8930001,8940000,8930792,420,0.0011,elegans,genic
I,8940001,8950000,8947887,793,0.0005,elegans,genic
I,8950001,8960000,8953626,2767,0.0008,elegans,genic
I,8960001,8970000,8966737,3167,0.0002,elegans,genic
I,8970001,8980000,8976822,2496,0.0001,elegans,genic
I,8980001,8990000,8983786,2210,0.0,elegans,genic
I,8990001,9000000,8995434,2465,0.0002,elegans,genic
I,9000001,9010000,9005919,895,0.0,elegans,genic
I,9010001,9020000,9015247,1824,0.0,elegans,genic
I,9020001,9030000,9026244,2482,0.0003,elegans,genic
I,9030001,9040000,9034084,2227,0.0002,elegans,genic
I,9040001,9050000,9044640,1819,0.0004,elegans,genic
I,9050001,9060000,9055034,1457,0.0001,elegans,genic
I,9060001,9070000,9064897,1223,0.0002,elegans,genic
I,9070001,9080000,9075891,1899,0.0005,elegans,genic
I,9090001,9100000,9096750,422,0.0004,elegans,genic
I,9100001,9110000,9101871,952,0.0002,elegans,genic
I,9110001,9120000,9118527,761,0.0004,elegans,genic
I,9120001,9130000,9123123,1568,0.0009,elegans,genic
I,9130001,9140000,9137408,740,0.0003,elegans,genic
I,9140001,9150000,9142796,2107,0.0002,elegans,genic
I,9150001,9160000,9154689,833,0.0002,elegans,genic
I,9160001,9170000,9161371,1085,0.0004,elegans,genic
I,9170001,9180000,9174409,867,0.0001,elegans,genic
I,9180001,9190000,9185357,1784,0.0002,elegans,genic
I,9190001,9200000,9195179,1708,0.0005,elegans,genic
I,9200001,9210000,9207166,1440,0.0007,elegans,genic
I,9210001,9220000,9215265,3790,0.0006,elegans,genic
I,9220001,9230000,9224460,1345,0.0003,elegans,genic
I,9230001,9240000,9234319,1596,0.0004,elegans,genic
I,9240001,9250000,9243881,1541,0.0004,elegans,genic
I,9250001,9260000,9256482,2108,0.0003,elegans,genic
I,9260001,9270000,9267083,1175,0.0001,elegans,genic
I,9270001,9280000,9274310,932,0.0006,elegans,genic
I,9280001,9290000,9286092,1661,0.0002,elegans,genic
I,9290001,9300000,9295538,1796,0.0003,elegans,genic
I,9300001,9310000,9306112,442,0.0,elegans,genic
I,9310001,9320000,9315841,2557,0.0003,elegans,genic
I,9320001,9330000,9322685,4331,0.0001,elegans,genic
I,9330001,9340000,9336747,1098,0.0005,elegans,genic
I,9340001,9350000,9346863,273,0.0007,elegans,genic
I,9350001,9360000,9359763,475,0.0002,elegans,genic
I,9360001,9370000,9365659,2735,0.0004,elegans,genic
I,9370001,9380000,9376232,1943,0.0001,elegans,genic
I,9380001,9390000,9383007,1406,0.0002,elegans,genic
I,9390001,9400000,9394773,651,0.0005,elegans,genic
I,9400001,9410000,9403801,1341,0.0004,elegans,genic
I,9410001,9420000,9415621,1570,0.0004,elegans,genic
I,9420001,9430000,9423899,1074,0.0004,elegans,genic
I,9430001,9440000,9433992,1164,0.0001,elegans,genic
I,9440001,9450000,9442232,906,0.0001,elegans,genic
I,9460001,9470000,9466770,609,0.0001,elegans,genic
I,9470001,9480000,9477611,1288,0.0001,elegans,genic
I,9480001,9490000,9486068,1554,0.0002,elegans,genic
I,9490001,9500000,9492386,2295,0.0006,elegans,genic
I,9500001,9510000,9506331,1739,0.0001,elegans,genic
I,9510001,9520000,9515203,1841,0.0001,elegans,genic
I,9520001,9530000,9525955,1739,0.0006,elegans,genic
I,9530001,9540000,9536173,858,0.0003,elegans,genic
I,9540001,9550000,9544850,877,0.0,elegans,genic
I,9550001,9560000,9552869,2195,0.0004,elegans,genic
I,9560001,9570000,9567502,1468,0.0005,elegans,genic
I,9570001,9580000,9573289,1183,0.0011,elegans,genic
I,9580001,9590000,9586351,2619,0.0003,elegans,genic
I,9590001,9600000,9592606,611,0.0004,elegans,genic
I,9600001,9610000,9607854,1320,0.0007,elegans,genic
I,9610001,9620000,9616327,2896,0.0005,elegans,genic
I,9620001,9630000,9625003,1259,0.0003,elegans,genic
I,9630001,9640000,9634854,709,0.0004,elegans,genic
I,9640001,9650000,9643827,2665,0.0007,elegans,genic
I,9650001,9660000,9653558,716,0.0007,elegans,genic
I,9660001,9670000,9668669,454,0.0,elegans,genic
I,9670001,9680000,9675707,469,0.0007,elegans,genic
I,9680001,9690000,9687937,962,0.0001,elegans,genic
I,9710001,9720000,9717798,930,0.0004,elegans,genic
I,9720001,9730000,9725110,2312,0.0003,elegans,genic
I,9730001,9740000,9739485,428,0.0006,elegans,genic
I,9740001,9750000,9744831,2524,0.0005,elegans,genic
I,9750001,9760000,9756370,1497,0.0001,elegans,genic
I,9760001,9770000,9765273,1628,0.0003,elegans,genic
I,9770001,9780000,9778553,922,0.0004,elegans,genic
I,9780001,9790000,9784874,1987,0.0,elegans,genic
I,9790001,9800000,9795746,380,0.0004,elegans,genic
I,9800001,9810000,9809652,698,0.0003,elegans,genic
I,9810001,9820000,9814816,765,0.0004,elegans,genic
I,9830001,9840000,9839846,308,0.0003,elegans,genic
I,9840001,9850000,9845937,1643,0.0002,elegans,genic
I,9850001,9860000,9853507,889,0.0003,elegans,genic
I,9860001,9870000,9865766,1509,0.0007,elegans,genic
I,9870001,9880000,9875199,1793,0.0005,elegans,genic
I,9890001,9900000,9893796,2282,0.0007,elegans,genic
