Chr,BP_start,BP_end,FST,pop_pair
I,10330001,10340000,0.1003,ishi-irio
I,10380001,10390000,-0.0099,ishi-irio
I,10400001,10410000,0.0079,ishi-irio
I,10440001,10450000,0.0604,ishi-irio
I,10450001,10460000,0.05,ishi-irio
I,10460001,10470000,0.0222,ishi-irio
I,10470001,10480000,-0.0138,ishi-irio
I,10490001,10500000,0.0814,ishi-irio
I,10500001,10510000,0.013,ishi-irio
I,10510001,10520000,0.0064,ishi-irio
I,10520001,10530000,0.0153,ishi-irio
I,10530001,10540000,0.0248,ishi-irio
I,10560001,10570000,-0.0188,ishi-irio
I,10570001,10580000,0.0304,ishi-irio
I,10580001,10590000,0.0186,ishi-irio
I,10590001,10600000,0.0208,ishi-irio
I,10600001,10610000,-0.0352,ishi-irio
I,10610001,10620000,0.0239,ishi-irio
I,10620001,10630000,-0.004,ishi-irio
I,10630001,10640000,0.0577,ishi-irio
I,10640001,10650000,0.0059,ishi-irio
I,10650001,10660000,-0.0045,ishi-irio
I,10660001,10670000,0.0387,ishi-irio
I,10670001,10680000,0.0128,ishi-irio
I,10680001,10690000,0.0263,ishi-irio
I,10690001,10700000,0.0584,ishi-irio
I,10700001,10710000,0.0816,ishi-irio
I,10730001,10740000,0.0991,ishi-irio
I,10740001,10750000,0.0199,ishi-irio
I,10770001,10780000,-0.0034,ishi-irio
I,10780001,10790000,0.0131,ishi-irio
I,10790001,10800000,-0.0235,ishi-irio
I,10800001,10810000,0.0529,ishi-irio
I,10810001,10820000,0.0374,ishi-irio
I,10820001,10830000,-0.0213,ishi-irio
I,10830001,10840000,-0.0127,ishi-irio
I,10840001,10850000,0.0058,ishi-irio
I,10850001,10860000,0.0076,ishi-irio
I,10860001,10870000,-0.0137,ishi-irio
I,10900001,10910000,0.0008,ishi-irio
I,10910001,10920000,0.0888,ishi-irio
I,10920001,10930000,0.0055,ishi-irio
I,10930001,10940000,-0.007,ishi-irio
I,10940001,10950000,-0.0248,ishi-irio
I,10950001,10960000,0.0443,ishi-irio
I,10960001,10970000,-0.0207,ishi-irio
I,10970001,10980000,0.0134,ishi-irio
I,11160001,11170000,0.0022,ishi-irio
I,11200001,11210000,-0.0111,ishi-irio
I,11410001,11420000,-0.0098,ishi-irio
I,11420001,11430000,-0.0115,ishi-irio
I,11430001,11440000,-0.0189,ishi-irio
I,11450001,11460000,-0.0023,ishi-irio
I,11490001,11500000,-0.0258,ishi-irio
I,11560001,11570000,0.0493,ishi-irio
I,11580001,11590000,-0.0185,ishi-irio
I,11590001,11600000,0.0038,ishi-irio
I,11600001,11610000,0.0479,ishi-irio
I,11610001,11620000,0.0325,ishi-irio
I,11620001,11630000,0.0262,ishi-irio
I,11630001,11640000,-0.0122,ishi-irio
I,11640001,11650000,0.0958,ishi-irio
I,11650001,11660000,0.0937,ishi-irio
I,11660001,11670000,0.0017,ishi-irio
I,11670001,11680000,-0.0039,ishi-irio
I,11680001,11690000,-0.02,ishi-irio
I,11700001,11710000,-0.0036,ishi-irio
I,11710001,11720000,0.0606,ishi-irio
I,11720001,11730000,0.0382,ishi-irio
I,11730001,11740000,0.0064,ishi-irio
I,11740001,11750000,0.0427,ishi-irio
I,11750001,11760000,-0.0314,ishi-irio
I,11790001,11800000,0.0212,ishi-irio
I,11800001,11810000,0.0011,ishi-irio
I,11810001,11820000,0.0132,ishi-irio
I,11820001,11830000,0.0217,ishi-irio
I,11840001,11850000,-0.0194,ishi-irio
I,11850001,11860000,0.0225,ishi-irio
I,11860001,11870000,-0.0139,ishi-irio
I,11880001,11890000,0.0168,ishi-irio
I,11890001,11900000,-0.0089,ishi-irio
I,11910001,11920000,0.1465,ishi-irio
I,11930001,11940000,0.1617,ishi-irio
I,11950001,11960000,-0.0286,ishi-irio
I,11960001,11970000,0.0059,ishi-irio
I,11970001,11980000,0.0382,ishi-irio
I,11990001,12000000,0.079,ishi-irio
I,12000001,12010000,-0.0231,ishi-irio
I,12010001,12020000,-0.0077,ishi-irio
I,12020001,12030000,0.0382,ishi-irio
I,12030001,12040000,0.0281,ishi-irio
I,12060001,12070000,0.0048,ishi-irio
I,12080001,12090000,0.0044,ishi-irio
I,12090001,12100000,-0.0746,ishi-irio
I,12130001,12140000,0.033,ishi-irio
I,12150001,12160000,0.0369,ishi-irio
I,12160001,12170000,-0.0035,ishi-irio
I,12180001,12190000,0.0324,ishi-irio
I,12200001,12210000,0.0525,ishi-irio
I,12210001,12220000,-0.0545,ishi-irio
I,12230001,12240000,-0.0702,ishi-irio
I,12290001,12300000,0.0032,ishi-irio
I,12300001,12310000,0.0153,ishi-irio
I,12320001,12330000,-0.047,ishi-irio
I,12330001,12340000,0.0751,ishi-irio
I,12340001,12350000,0.0047,ishi-irio
I,12350001,12360000,0.0017,ishi-irio
I,12360001,12370000,-0.0086,ishi-irio
I,12370001,12380000,0.0459,ishi-irio
I,12410001,12420000,0.0234,ishi-irio
I,12420001,12430000,0.0728,ishi-irio
I,12430001,12440000,-0.0173,ishi-irio
I,12440001,12450000,0.0143,ishi-irio
I,12460001,12470000,0.0625,ishi-irio
I,12470001,12480000,0.0916,ishi-irio
I,12480001,12490000,0.071,ishi-irio
I,12490001,12500000,0.0842,ishi-irio
I,12510001,12520000,0.0123,ishi-irio
I,12520001,12530000,0.019,ishi-irio
I,12530001,12540000,0.1036,ishi-irio
I,12540001,12550000,-0.1477,ishi-irio
I,12550001,12560000,0.0289,ishi-irio
I,12560001,12570000,-0.0208,ishi-irio
I,12580001,12590000,0.0321,ishi-irio
I,12620001,12630000,0.0203,ishi-irio
I,12630001,12640000,0.0138,ishi-irio
I,12650001,12660000,0.1927,ishi-irio
I,12660001,12670000,0.0125,ishi-irio
I,12670001,12680000,0.0018,ishi-irio
I,12690001,12700000,0.0649,ishi-irio
I,12780001,12790000,-0.0103,ishi-irio
I,12790001,12800000,-0.0168,ishi-irio
I,12810001,12820000,0.0292,ishi-irio
I,12880001,12890000,-0.0007,ishi-irio
I,12900001,12910000,0.0139,ishi-irio
I,12920001,12930000,0.0056,ishi-irio
I,12940001,12950000,-0.0205,ishi-irio
I,12950001,12960000,-0.0076,ishi-irio
I,12960001,12970000,-0.0182,ishi-irio
I,13030001,13040000,-0.0196,ishi-irio
I,13040001,13050000,0.0173,ishi-irio
I,13050001,13060000,0.1279,ishi-irio
I,13070001,13080000,0.0055,ishi-irio
I,13180001,13190000,0.0218,ishi-irio
I,13190001,13200000,-0.0111,ishi-irio
I,13200001,13210000,0.0137,ishi-irio
I,13210001,13220000,0.0383,ishi-irio
I,13220001,13230000,0.0499,ishi-irio
I,13230001,13240000,0.0319,ishi-irio
I,13240001,13250000,-0.004,ishi-irio
I,13260001,13270000,0.0535,ishi-irio
I,13290001,13300000,0.0998,ishi-irio
I,13300001,13310000,-0.0121,ishi-irio
I,13310001,13320000,-0.0188,ishi-irio
I,13320001,13330000,0.0133,ishi-irio
I,13330001,13340000,0.0273,ishi-irio
I,13340001,13350000,0.0393,ishi-irio
I,13350001,13360000,-0.0182,ishi-irio
I,13360001,13370000,0.0378,ishi-irio
I,13370001,13380000,0.0443,ishi-irio
I,13380001,13390000,0.0205,ishi-irio
I,13390001,13400000,0.0125,ishi-irio
I,13400001,13410000,0.016,ishi-irio
I,13410001,13420000,0.0724,ishi-irio
I,13420001,13430000,0.0172,ishi-irio
I,13440001,13450000,-0.0092,ishi-irio
I,13450001,13460000,-0.0032,ishi-irio
I,13460001,13470000,0.0149,ishi-irio
I,13470001,13480000,0.0097,ishi-irio
I,13480001,13490000,0.0404,ishi-irio
I,13490001,13500000,-0.0317,ishi-irio
I,13500001,13510000,0.0006,ishi-irio
I,13510001,13520000,0.0059,ishi-irio
I,13520001,13530000,0.0265,ishi-irio
I,13530001,13540000,0.0384,ishi-irio
I,13540001,13550000,0.034,ishi-irio
I,13550001,13560000,-0.0419,ishi-irio
I,13560001,13570000,-0.0042,ishi-irio
I,13570001,13580000,-0.0244,ishi-irio
I,13580001,13590000,-0.0071,ishi-irio
I,13590001,13600000,0.0332,ishi-irio
I,13600001,13610000,0.0103,ishi-irio
I,13610001,13620000,-0.002,ishi-irio
I,13650001,13660000,0.1403,ishi-irio
I,13670001,13680000,-0.0168,ishi-irio
I,13690001,13700000,0.0129,ishi-irio
I,13700001,13710000,-0.0054,ishi-irio
I,13720001,13730000,-0.0093,ishi-irio
I,13730001,13740000,0.0141,ishi-irio
I,13760001,13770000,0.0361,ishi-irio
I,13770001,13780000,-0.0119,ishi-irio
I,13780001,13790000,0.0085,ishi-irio
I,13790001,13800000,0.02,ishi-irio
I,13800001,13810000,0.0027,ishi-irio
I,13810001,13820000,0.0568,ishi-irio
I,13830001,13840000,-0.0044,ishi-irio
I,13850001,13860000,0.0296,ishi-irio
I,13860001,13870000,0.0547,ishi-irio
I,13870001,13880000,0.0464,ishi-irio
I,13880001,13890000,0.0096,ishi-irio
I,13890001,13900000,0.0398,ishi-irio
I,13900001,13910000,0.0192,ishi-irio
I,13910001,13920000,0.0313,ishi-irio
I,13970001,13980000,-0.0727,ishi-irio
I,13980001,13990000,-0.014,ishi-irio
I,14040001,14050000,0.0215,ishi-irio
I,14070001,14080000,0.001,ishi-irio
I,14080001,14090000,0.0099,ishi-irio
I,14090001,14100000,0.006,ishi-irio
I,14100001,14110000,0.0523,ishi-irio
I,14110001,14120000,-0.0054,ishi-irio
I,14120001,14130000,0.0072,ishi-irio
I,14180001,14190000,0.0348,ishi-irio
I,14190001,14200000,0.0011,ishi-irio
I,14200001,14210000,-0.0116,ishi-irio
I,14210001,14220000,0.0354,ishi-irio
I,14220001,14230000,0.0221,ishi-irio
I,14240001,14250000,-0.0098,ishi-irio
I,14250001,14260000,-0.0383,ishi-irio
I,14270001,14280000,0.0243,ishi-irio
I,14280001,14290000,0.0062,ishi-irio
I,14290001,14300000,0.0341,ishi-irio
I,14300001,14310000,0.0063,ishi-irio
I,14310001,14320000,0.0349,ishi-irio
I,14320001,14330000,0.0542,ishi-irio
I,14330001,14340000,0.0427,ishi-irio
I,14340001,14350000,0.0057,ishi-irio
I,14360001,14370000,0.0155,ishi-irio
I,14370001,14380000,-0.0144,ishi-irio
I,14380001,14390000,-0.0047,ishi-irio
I,14390001,14400000,-0.0106,ishi-irio
I,14410001,14420000,-0.0111,ishi-irio
I,14420001,14430000,-0.0015,ishi-irio
I,14430001,14440000,-0.0299,ishi-irio
I,14440001,14450000,0.0197,ishi-irio
I,14450001,14460000,-0.0348,ishi-irio
I,14460001,14470000,-0.102,ishi-irio
I,14470001,14480000,-0.0267,ishi-irio
I,14480001,14490000,0.0499,ishi-irio
I,14490001,14500000,0.0777,ishi-irio
I,14500001,14510000,0.0047,ishi-irio
I,14520001,14530000,0.0895,ishi-irio
I,14530001,14540000,0.0177,ishi-irio
I,14550001,14560000,0.024,ishi-irio
I,14560001,14570000,-0.0339,ishi-irio
I,14570001,14580000,-0.0279,ishi-irio
I,14590001,14600000,0.0022,ishi-irio
I,14610001,14620000,0.0094,ishi-irio
I,14670001,14680000,0.0051,ishi-irio
I,14710001,14720000,0.012,ishi-irio
I,14720001,14730000,-0.0001,ishi-irio
I,14740001,14750000,0.0157,ishi-irio
I,14760001,14770000,0.0458,ishi-irio
I,14770001,14780000,0.0332,ishi-irio
I,14790001,14800000,0.0275,ishi-irio
I,14800001,14810000,0.0274,ishi-irio
I,14810001,14820000,0.0273,ishi-irio
I,14820001,14830000,0.0327,ishi-irio
I,14840001,14850000,0.0016,ishi-irio
I,14860001,14870000,-0.0092,ishi-irio
I,14870001,14880000,-0.0107,ishi-irio
I,14880001,14890000,0.1004,ishi-irio
I,14900001,14910000,0.0261,ishi-irio
I,14910001,14920000,0.0115,ishi-irio
I,14920001,14930000,-0.0458,ishi-irio
I,14930001,14940000,0.0015,ishi-irio
I,14950001,14960000,0.0349,ishi-irio
I,14960001,14970000,0.079,ishi-irio
I,14970001,14980000,0.0119,ishi-irio
I,14980001,14990000,0.0249,ishi-irio
I,14990001,15000000,0.018,ishi-irio
I,15000001,15010000,0.0339,ishi-irio
I,15010001,15020000,0.1268,ishi-irio
I,15030001,15040000,0.0168,ishi-irio
I,15040001,15050000,0.0041,ishi-irio
I,15070001,15080000,0.1219,ishi-irio
I,15100001,15110000,0.017,ishi-irio
I,15120001,15130000,-0.0303,ishi-irio
I,15130001,15140000,-0.0074,ishi-irio
I,15140001,15150000,0.013,ishi-irio
I,15150001,15160000,-0.012,ishi-irio
I,15160001,15170000,0.0171,ishi-irio
I,15170001,15180000,0.0137,ishi-irio
I,15180001,15190000,0.0299,ishi-irio
I,15190001,15200000,0.0071,ishi-irio
I,15210001,15220000,-0.0269,ishi-irio
I,15220001,15230000,0.0897,ishi-irio
I,15230001,15240000,0.0054,ishi-irio
I,15240001,15250000,0.0303,ishi-irio
I,15250001,15260000,-0.0146,ishi-irio
I,15260001,15270000,0.0261,ishi-irio
I,15270001,15280000,0.0067,ishi-irio
I,15310001,15320000,0.0261,ishi-irio
I,15330001,15340000,-0.0024,ishi-irio
I,15340001,15350000,0.0363,ishi-irio
I,15350001,15360000,0.0214,ishi-irio
I,15380001,15390000,0.038,ishi-irio
I,15420001,15430000,-0.0016,ishi-irio
I,15450001,15460000,0.153,ishi-irio
I,15460001,15470000,-0.0111,ishi-irio
I,15480001,15490000,0.0616,ishi-irio
I,15490001,15500000,0.0243,ishi-irio
I,15530001,15540000,-0.0053,ishi-irio
I,15540001,15550000,-0.0911,ishi-irio
I,15580001,15590000,0.0626,ishi-irio
I,15640001,15650000,0.0824,ishi-irio
I,15670001,15680000,-0.0196,ishi-irio
I,15710001,15720000,-0.0037,ishi-irio
I,15790001,15800000,0.0074,ishi-irio
I,15830001,15840000,0.0549,ishi-irio
I,15870001,15880000,0.0532,ishi-irio
I,15880001,15890000,-0.0008,ishi-irio
I,15890001,15900000,0.0269,ishi-irio
I,15940001,15950000,-0.0203,ishi-irio
I,15980001,15990000,0.0145,ishi-irio
I,16000001,16010000,0.0149,ishi-irio
I,16010001,16020000,0.0018,ishi-irio
I,16020001,16030000,-0.0004,ishi-irio
I,16030001,16040000,0.0071,ishi-irio
I,16040001,16050000,-0.0116,ishi-irio
I,16050001,16060000,0.0463,ishi-irio
I,16060001,16070000,0.0136,ishi-irio
I,16130001,16140000,0.0091,ishi-irio
I,16140001,16150000,0.0245,ishi-irio
I,16150001,16160000,0.0438,ishi-irio
I,16200001,16210000,0.0251,ishi-irio
I,16250001,16260000,0.0196,ishi-irio
I,16290001,16300000,0.0108,ishi-irio
I,16300001,16310000,0.0418,ishi-irio
I,16310001,16320000,0.0199,ishi-irio
I,16320001,16330000,0.0074,ishi-irio
I,16330001,16340000,0.0123,ishi-irio
I,16350001,16360000,0.0173,ishi-irio
I,16390001,16400000,0.015,ishi-irio
I,16400001,16410000,0.0001,ishi-irio
I,16410001,16420000,-0.002,ishi-irio
I,16420001,16430000,0.0831,ishi-irio
I,16430001,16440000,-0.0183,ishi-irio
I,16450001,16460000,0.0031,ishi-irio
I,16470001,16480000,0.0133,ishi-irio
I,16480001,16490000,0.0094,ishi-irio
I,16490001,16500000,0.0231,ishi-irio
I,16500001,16510000,-0.0295,ishi-irio
I,16510001,16520000,0.0376,ishi-irio
I,16520001,16530000,0.0688,ishi-irio
I,16530001,16540000,0.0109,ishi-irio
I,16570001,16580000,0.0993,ishi-irio
I,16580001,16590000,0.05,ishi-irio
I,16610001,16620000,0.0233,ishi-irio
I,16620001,16630000,0.0043,ishi-irio
I,16650001,16660000,-0.0101,ishi-irio
I,16660001,16670000,-0.0266,ishi-irio
I,16690001,16700000,0.0026,ishi-irio
I,16700001,16710000,0.0097,ishi-irio
I,16710001,16720000,0.0029,ishi-irio
I,16730001,16740000,-0.0027,ishi-irio
I,16740001,16750000,-0.0016,ishi-irio
I,16760001,16770000,-0.0012,ishi-irio
I,16790001,16800000,0.0415,ishi-irio
I,16800001,16810000,0.1068,ishi-irio
I,16810001,16820000,-0.0057,ishi-irio
I,16820001,16830000,-0.0002,ishi-irio
I,16950001,16960000,0.0161,ishi-irio
I,16960001,16970000,0.0172,ishi-irio
I,16990001,17000000,-0.0112,ishi-irio
I,17000001,17010000,0.0605,ishi-irio
I,17040001,17050000,-0.006,ishi-irio
I,17050001,17060000,0.0032,ishi-irio
I,17060001,17070000,0.0269,ishi-irio
I,17090001,17100000,0.0045,ishi-irio
I,17110001,17120000,0.0412,ishi-irio
I,17120001,17130000,-0.0094,ishi-irio
I,17140001,17150000,0.0138,ishi-irio
I,17150001,17160000,0.0015,ishi-irio
I,17170001,17180000,-0.0079,ishi-irio
I,17190001,17200000,0.0232,ishi-irio
I,17200001,17210000,0.0184,ishi-irio
I,17210001,17220000,0.2308,ishi-irio
I,17220001,17230000,0.0356,ishi-irio
I,17230001,17240000,0.0175,ishi-irio
I,17240001,17250000,0.0024,ishi-irio
I,17260001,17270000,0.0085,ishi-irio
I,17280001,17290000,-0.0003,ishi-irio
I,17290001,17300000,0.0544,ishi-irio
I,17320001,17330000,-0.0138,ishi-irio
I,17340001,17350000,0.0596,ishi-irio
I,17350001,17360000,0.0168,ishi-irio
I,17360001,17370000,0.0376,ishi-irio
I,17370001,17380000,-0.0068,ishi-irio
I,17380001,17390000,0.0751,ishi-irio
I,17390001,17400000,-0.0059,ishi-irio
I,17400001,17410000,0.0035,ishi-irio
I,17430001,17440000,-0.0432,ishi-irio
I,17440001,17450000,0.0584,ishi-irio
I,17450001,17460000,0.0249,ishi-irio
I,17460001,17470000,-0.0132,ishi-irio
I,17480001,17490000,-0.004,ishi-irio
I,17490001,17500000,0.0182,ishi-irio
I,17500001,17510000,0.0235,ishi-irio
I,17510001,17520000,0.0234,ishi-irio
I,17520001,17530000,0.0046,ishi-irio
I,17530001,17540000,0.0017,ishi-irio
I,17540001,17550000,0.0044,ishi-irio
I,17550001,17560000,0.0226,ishi-irio
I,17570001,17580000,0.0249,ishi-irio
I,17600001,17610000,0.0235,ishi-irio
I,17610001,17620000,0.0091,ishi-irio
I,17620001,17630000,0.0238,ishi-irio
I,17630001,17640000,0.0208,ishi-irio
I,17660001,17670000,0.0265,ishi-irio
I,17710001,17720000,-0.0393,ishi-irio
I,17730001,17740000,-0.0209,ishi-irio
I,17750001,17760000,0.0146,ishi-irio
I,17770001,17780000,-0.0164,ishi-irio
I,17780001,17790000,-0.0002,ishi-irio
I,17790001,17800000,-0.016,ishi-irio
I,17810001,17820000,-0.0123,ishi-irio
I,17830001,17840000,-0.002,ishi-irio
I,17840001,17850000,0.008,ishi-irio
I,17850001,17860000,-0.0624,ishi-irio
I,17870001,17880000,0.0353,ishi-irio
I,17910001,17920000,0.0089,ishi-irio
I,17920001,17930000,-0.0132,ishi-irio
I,17970001,17980000,0.031,ishi-irio
I,17980001,17990000,-0.0065,ishi-irio
I,18010001,18020000,0.0049,ishi-irio
I,18020001,18030000,0.1234,ishi-irio
I,18030001,18040000,-0.0077,ishi-irio
I,18040001,18050000,0.0059,ishi-irio
I,18050001,18060000,0.0344,ishi-irio
I,18060001,18070000,0.0046,ishi-irio
I,18070001,18080000,0.0855,ishi-irio
I,18090001,18100000,0.0269,ishi-irio
I,18100001,18110000,0.0158,ishi-irio
I,18110001,18120000,-0.0228,ishi-irio
I,18120001,18130000,0.018,ishi-irio
I,18130001,18140000,0.0064,ishi-irio
I,18160001,18170000,0.0157,ishi-irio
I,18170001,18180000,-0.0159,ishi-irio
I,18190001,18200000,0.0486,ishi-irio
I,18200001,18210000,0.035,ishi-irio
I,18210001,18220000,-0.0053,ishi-irio
I,18220001,18230000,-0.0168,ishi-irio
I,18230001,18240000,0.0283,ishi-irio
I,18240001,18250000,0.0152,ishi-irio
I,18280001,18290000,-0.0118,ishi-irio
I,18290001,18300000,0.024,ishi-irio
I,18300001,18310000,0.0316,ishi-irio
I,18310001,18320000,-0.0105,ishi-irio
I,18320001,18330000,0.043,ishi-irio
I,18330001,18340000,0.0007,ishi-irio
I,18340001,18350000,0.0418,ishi-irio
I,18350001,18360000,-0.0132,ishi-irio
I,18360001,18370000,0.0232,ishi-irio
I,18370001,18380000,0.0281,ishi-irio
I,18390001,18400000,0.0109,ishi-irio
I,18440001,18450000,0.0079,ishi-irio
I,18500001,18510000,0.0486,ishi-irio
I,18510001,18520000,0.0246,ishi-irio
I,18530001,18540000,0.0684,ishi-irio
I,18540001,18550000,-0.0027,ishi-irio
I,18550001,18560000,0.0153,ishi-irio
I,18560001,18570000,-0.0043,ishi-irio
I,18570001,18580000,0.0384,ishi-irio
I,18580001,18590000,0.0384,ishi-irio
I,18590001,18600000,-0.0071,ishi-irio
I,18600001,18610000,-0.0177,ishi-irio
I,18640001,18650000,0.0403,ishi-irio
I,18650001,18660000,0.0665,ishi-irio
I,18660001,18670000,0.0049,ishi-irio
I,18680001,18690000,0.0395,ishi-irio
I,18690001,18700000,-0.0018,ishi-irio
I,18710001,18720000,-0.0045,ishi-irio
I,18720001,18730000,-0.0061,ishi-irio
I,18740001,18750000,-0.0585,ishi-irio
I,18790001,18800000,-0.0188,ishi-irio
I,18830001,18840000,0.0258,ishi-irio
I,18840001,18850000,0.0142,ishi-irio
I,18850001,18860000,0.0575,ishi-irio
I,18860001,18870000,0.0128,ishi-irio
I,18870001,18880000,0.0033,ishi-irio
I,18880001,18890000,0.0249,ishi-irio
I,18890001,18900000,-0.0366,ishi-irio
I,18900001,18910000,0.0348,ishi-irio
I,19000001,19010000,-0.3694,ishi-irio
I,19020001,19030000,0.0274,ishi-irio
I,19030001,19040000,0.0832,ishi-irio
I,19050001,19060000,0.0087,ishi-irio
I,19070001,19080000,0.0736,ishi-irio
I,19090001,19100000,-0.0298,ishi-irio
I,19100001,19110000,0.0045,ishi-irio
I,19110001,19120000,0.0033,ishi-irio
I,19120001,19130000,-0.0138,ishi-irio
I,19130001,19140000,-0.0023,ishi-irio
I,19140001,19150000,0.019,ishi-irio
I,19150001,19160000,0.0123,ishi-irio
I,19190001,19200000,0.0079,ishi-irio
I,19200001,19210000,0.0054,ishi-irio
I,19210001,19220000,-0.0025,ishi-irio
I,19230001,19240000,-0.0314,ishi-irio
I,19240001,19250000,-0.0218,ishi-irio
I,19260001,19270000,0.026,ishi-irio
I,19280001,19290000,0.0035,ishi-irio
I,19290001,19300000,0.0112,ishi-irio
I,19300001,19310000,-0.0056,ishi-irio
I,19310001,19320000,0.0328,ishi-irio
I,19330001,19340000,0.0119,ishi-irio
I,19340001,19350000,0.0105,ishi-irio
I,19350001,19360000,0.008,ishi-irio
I,19360001,19370000,-0.0015,ishi-irio
I,19370001,19380000,-0.0345,ishi-irio
I,19380001,19390000,-0.0183,ishi-irio
I,19420001,19430000,-0.0031,ishi-irio
I,19430001,19440000,0.0559,ishi-irio
I,19440001,19450000,0.009,ishi-irio
I,19450001,19460000,0.0166,ishi-irio
I,19460001,19470000,0.0084,ishi-irio
I,19470001,19480000,-0.028,ishi-irio
I,19480001,19490000,0.0097,ishi-irio
I,19500001,19510000,-0.0046,ishi-irio
I,19530001,19540000,0.035,ishi-irio
I,19570001,19580000,0.0038,ishi-irio
I,19590001,19600000,-0.006,ishi-irio
I,19610001,19620000,0.0676,ishi-irio
I,19620001,19630000,0.025,ishi-irio
I,19670001,19680000,-0.0057,ishi-irio
I,19680001,19690000,0.0213,ishi-irio
I,19710001,19720000,0.0207,ishi-irio
I,19730001,19740000,0.061,ishi-irio
I,19740001,19750000,0.0036,ishi-irio
I,19750001,19760000,0.0067,ishi-irio
I,19760001,19770000,-0.0062,ishi-irio
I,19770001,19780000,0.0688,ishi-irio
I,19780001,19790000,-0.0409,ishi-irio
I,19790001,19800000,0.0098,ishi-irio
I,19800001,19810000,0.0263,ishi-irio
I,19810001,19820000,0.055,ishi-irio
I,19820001,19830000,0.0108,ishi-irio
I,19830001,19840000,-0.0047,ishi-irio
I,19840001,19850000,0.0221,ishi-irio
I,19850001,19860000,-0.0215,ishi-irio
I,19870001,19880000,-0.0397,ishi-irio
I,19890001,19900000,0.0542,ishi-irio
I,19920001,19930000,0.0493,ishi-irio
I,19930001,19940000,-0.0101,ishi-irio
I,19950001,19960000,0.0679,ishi-irio
I,19960001,19970000,0.0271,ishi-irio
I,19970001,19980000,-0.0193,ishi-irio
I,19980001,19990000,-0.0064,ishi-irio
I,20010001,20020000,0.0043,ishi-irio
I,20020001,20030000,0.0245,ishi-irio
I,20040001,20050000,0.0484,ishi-irio
I,20050001,20060000,-0.0107,ishi-irio
I,20060001,20070000,-0.002,ishi-irio
I,20070001,20080000,0.0181,ishi-irio
I,20090001,20100000,-0.0039,ishi-irio
I,20100001,20110000,0.0348,ishi-irio
I,20110001,20120000,-0.0071,ishi-irio
I,20120001,20130000,-0.0074,ishi-irio
I,20160001,20170000,-0.0141,ishi-irio
I,20170001,20180000,0.0147,ishi-irio
I,20180001,20190000,0.0326,ishi-irio
I,20190001,20200000,-0.0029,ishi-irio
I,20200001,20210000,-0.029,ishi-irio
I,20220001,20230000,0.0013,ishi-irio
I,20230001,20240000,-0.1037,ishi-irio
I,20240001,20250000,0.0285,ishi-irio
I,20250001,20260000,0.0239,ishi-irio
I,20260001,20270000,-0.0374,ishi-irio
I,20270001,20280000,0.0347,ishi-irio
I,20280001,20290000,0.0248,ishi-irio
I,20290001,20300000,0.0865,ishi-irio
I,20300001,20310000,0.0065,ishi-irio
I,20320001,20330000,0.0329,ishi-irio
I,20340001,20350000,-0.0096,ishi-irio
I,20360001,20370000,-0.008,ishi-irio
I,20380001,20390000,0.0058,ishi-irio
I,20390001,20400000,0.0349,ishi-irio
I,20420001,20430000,0.0207,ishi-irio
I,20430001,20440000,0.051,ishi-irio
I,20440001,20450000,0.0217,ishi-irio
I,20450001,20460000,0.017,ishi-irio
I,20460001,20470000,0.014,ishi-irio
I,20470001,20480000,0.0306,ishi-irio
I,20500001,20510000,0.0539,ishi-irio
I,20510001,20520000,0.0428,ishi-irio
I,20520001,20530000,-0.0033,ishi-irio
I,20530001,20540000,0.0183,ishi-irio
I,20540001,20550000,0.0329,ishi-irio
I,20550001,20560000,0.1315,ishi-irio
I,20560001,20570000,0.0274,ishi-irio
I,20580001,20590000,0.0328,ishi-irio
II,10001,20000,0.0424,ishi-irio
II,20001,30000,-0.0043,ishi-irio
II,30001,40000,0.0095,ishi-irio
II,40001,50000,-0.0761,ishi-irio
II,50001,60000,0.0041,ishi-irio
II,60001,70000,-0.0083,ishi-irio
II,70001,80000,0.0354,ishi-irio
II,90001,100000,0.0048,ishi-irio
II,100001,110000,-0.0138,ishi-irio
II,110001,120000,0.0375,ishi-irio
II,120001,130000,0.0196,ishi-irio
II,130001,140000,0.0172,ishi-irio
II,140001,150000,0.0401,ishi-irio
II,150001,160000,-0.0139,ishi-irio
II,160001,170000,0.0385,ishi-irio
II,170001,180000,0.0106,ishi-irio
II,200001,210000,0.041,ishi-irio
II,220001,230000,0.0317,ishi-irio
II,230001,240000,0.0441,ishi-irio
II,240001,250000,0.0039,ishi-irio
II,250001,260000,0.0134,ishi-irio
II,260001,270000,0.0251,ishi-irio
