chr,start,end,mid,sites,pi_all,codon_position
I,13900001,13910000,13907199,296,0.0,1
I,13910001,13920000,13916059,421,0.0013,1
I,13950001,13960000,13955133,362,0.0,1
I,14060001,14070000,14063486,291,0.0,1
I,14080001,14090000,14087159,257,0.0026,1
I,14130001,14140000,14131291,198,0.0,1
I,14150001,14160000,14154549,164,0.0007,1
I,14210001,14220000,14212715,334,0.001,1
I,14240001,14250000,14244065,305,0.0003,1
I,14250001,14260000,14252413,237,0.0025,1
I,14280001,14290000,14286733,389,0.0014,1
I,14290001,14300000,14298443,272,0.0,1
I,14350001,14360000,14353732,188,0.0,1
I,14380001,14390000,14382974,185,0.0005,1
I,14390001,14400000,14395634,287,0.0,1
I,14400001,14410000,14404288,252,0.0,1
I,14540001,14550000,14541846,227,0.0008,1
I,14550001,14560000,14557846,254,0.001,1
I,14570001,14580000,14575143,252,0.0,1
I,14600001,14610000,14602928,172,0.0,1
I,14630001,14640000,14637618,266,0.0,1
I,14640001,14650000,14647453,164,0.0,1
I,14650001,14660000,14652044,348,0.0,1
I,14670001,14680000,14673880,193,0.0,1
I,14680001,14690000,14685703,187,0.0,1
I,14690001,14700000,14696455,301,0.0034,1
I,14700001,14710000,14705632,365,0.0002,1
I,14710001,14720000,14713588,434,0.0,1
I,14730001,14740000,14737813,294,0.0014,1
I,14740001,14750000,14744346,235,0.0,1
I,14750001,14760000,14756412,375,0.0,1
I,14770001,14780000,14775783,481,0.0008,1
I,14780001,14790000,14783932,392,0.0002,1
I,14810001,14820000,14817228,368,0.0004,1
I,14820001,14830000,14820950,233,0.0018,1
I,14840001,14850000,14840953,295,0.0,1
I,14850001,14860000,14852449,238,0.0,1
I,14870001,14880000,14874851,318,0.0,1
I,14880001,14890000,14882363,305,0.0019,1
I,14910001,14920000,14911767,378,0.0,1
I,14940001,14950000,14948386,166,0.0,1
I,14950001,14960000,14955989,168,0.0021,1
I,15000001,15010000,15007662,466,0.0,1
I,15010001,15020000,15014201,926,0.0,1
I,15020001,15030000,15021784,503,0.0,1
I,15030001,15040000,15037891,230,0.0,1
I,15040001,15050000,15046661,693,0.0005,1
I,15050001,15060000,15053078,258,0.0,1
II,1,10000,4800,162,0.0,1
II,10001,20000,11901,181,0.0,1
II,20001,30000,23013,391,0.0,1
II,30001,40000,35027,349,0.0009,1
II,40001,50000,45471,711,0.0,1
II,50001,60000,56508,643,0.0012,1
II,60001,70000,66127,211,0.0,1
II,90001,100000,95304,455,0.0,1
II,100001,110000,106829,292,0.0006,1
II,110001,120000,113834,807,0.0003,1
II,120001,130000,125715,273,0.0003,1
II,130001,140000,136988,365,0.0,1
II,150001,160000,153697,412,0.0,1
II,170001,180000,174067,241,0.0007,1
II,200001,210000,207671,303,0.0005,1
II,240001,250000,246060,420,0.0,1
II,250001,260000,252069,241,0.0,1
II,260001,270000,261345,161,0.0,1
II,270001,280000,274804,372,0.0,1
II,280001,290000,286011,242,0.0,1
II,300001,310000,304452,313,0.0,1
II,330001,340000,330845,221,0.0,1
II,340001,350000,348955,206,0.0,1
II,380001,390000,382848,161,0.0006,1
II,410001,420000,412825,304,0.0036,1
II,580001,590000,585137,195,0.0022,1
II,600001,610000,605186,175,0.0,1
II,610001,620000,616164,281,0.0,1
II,620001,630000,628057,172,0.0088,1
II,630001,640000,636536,280,0.0011,1
II,650001,660000,659127,174,0.023,1
II,800001,810000,800750,162,0.0007,1
II,820001,830000,823431,229,0.0042,1
II,840001,850000,846193,169,0.0018,1
II,860001,870000,865589,289,0.0064,1
II,870001,880000,876119,503,0.0001,1
II,910001,920000,916097,299,0.0095,1
II,920001,930000,924466,226,0.004,1
II,1090001,1100000,1095227,326,0.0,1
II,1100001,1110000,1104051,218,0.0043,1
II,1140001,1150000,1149309,269,0.0,1
II,1160001,1170000,1165898,188,0.0005,1
II,1220001,1230000,1228158,203,0.0,1
II,1270001,1280000,1273111,165,0.0063,1
II,1280001,1290000,1282746,241,0.02,1
II,1300001,1310000,1305178,255,0.0038,1
II,1310001,1320000,1317471,293,0.0006,1
II,1370001,1380000,1374934,205,0.0018,1
II,1400001,1410000,1404759,292,0.0014,1
II,1430001,1440000,1433768,231,0.0,1
II,1440001,1450000,1444774,193,0.0062,1
II,1460001,1470000,1468171,217,0.0019,1
II,1470001,1480000,1472219,207,0.0008,1
II,1570001,1580000,1576346,340,0.0179,1
II,1600001,1610000,1605008,545,0.0123,1
II,1630001,1640000,1637741,200,0.0095,1
II,1660001,1670000,1665925,280,0.0035,1
II,1680001,1690000,1685569,420,0.0042,1
II,1710001,1720000,1717559,185,0.0044,1
II,1720001,1730000,1725831,541,0.0015,1
II,1730001,1740000,1739044,239,0.0056,1
II,1740001,1750000,1742572,220,0.0,1
II,1750001,1760000,1759025,164,0.0164,1
II,1950001,1960000,1955219,215,0.0069,1
II,1990001,2000000,1996904,211,0.014,1
II,2100001,2110000,2102396,169,0.0331,1
II,2140001,2150000,2146561,164,0.0204,1
II,2180001,2190000,2185663,193,0.0005,1
II,2350001,2360000,2356627,218,0.0152,1
II,2410001,2420000,2418120,326,0.0138,1
II,2420001,2430000,2427415,280,0.0225,1
II,2450001,2460000,2456297,224,0.0041,1
II,2460001,2470000,2465750,344,0.001,1
II,2520001,2530000,2523345,239,0.0017,1
II,2540001,2550000,2548368,269,0.0211,1
II,2550001,2560000,2556943,164,0.0033,1
II,2580001,2590000,2585438,186,0.0032,1
II,2620001,2630000,2626213,230,0.0037,1
II,2640001,2650000,2644848,255,0.011,1
II,2660001,2670000,2661962,185,0.0051,1
II,2680001,2690000,2683429,316,0.0027,1
II,2730001,2740000,2735509,225,0.0017,1
II,2740001,2750000,2740699,166,0.0062,1
II,2760001,2770000,2765060,287,0.004,1
II,2770001,2780000,2773274,626,0.0015,1
II,2930001,2940000,2935428,283,0.0017,1
II,2950001,2960000,2957050,206,0.0,1
II,3030001,3040000,3035971,272,0.0003,1
II,3040001,3050000,3044333,257,0.0015,1
II,3050001,3060000,3055124,214,0.0,1
II,3110001,3120000,3113675,266,0.0003,1
II,3120001,3130000,3126250,254,0.0012,1
II,3130001,3140000,3135685,245,0.0026,1
II,3140001,3150000,3145143,259,0.0047,1
II,3190001,3200000,3195322,455,0.0034,1
II,3250001,3260000,3256237,245,0.0024,1
II,3370001,3380000,3376784,485,0.0078,1
II,3390001,3400000,3396930,230,0.0004,1
II,3400001,3410000,3402941,427,0.0046,1
II,3410001,3420000,3416226,283,0.0019,1
II,3430001,3440000,3432330,167,0.0,1
II,3440001,3450000,3446091,594,0.0017,1
II,3450001,3460000,3454056,377,0.0005,1
II,3460001,3470000,3462078,167,0.001,1
II,3470001,3480000,3474032,406,0.0085,1
II,3490001,3500000,3493322,199,0.0,1
II,3500001,3510000,3504969,223,0.0,1
II,3510001,3520000,3515250,249,0.0021,1
II,3550001,3560000,3552803,260,0.0017,1
II,3560001,3570000,3562253,178,0.0005,1
II,3570001,3580000,3575748,326,0.0016,1
II,3620001,3630000,3625941,427,0.002,1
II,3630001,3640000,3634265,442,0.0029,1
II,3700001,3710000,3703229,276,0.0,1
II,3710001,3720000,3715193,184,0.0026,1
II,3720001,3730000,3724760,260,0.0096,1
II,3760001,3770000,3766336,358,0.0044,1
II,3770001,3780000,3774714,322,0.0007,1
II,3830001,3840000,3834362,164,0.0017,1
II,3840001,3850000,3847246,321,0.0043,1
II,3900001,3910000,3906386,237,0.0018,1
II,3930001,3940000,3934290,411,0.0028,1
II,3960001,3970000,3967737,271,0.0,1
II,3970001,3980000,3975531,194,0.0,1
II,4010001,4020000,4017349,289,0.0006,1
II,4060001,4070000,4063113,483,0.0001,1
II,4160001,4170000,4163739,160,0.0023,1
II,4170001,4180000,4174964,252,0.0007,1
II,4190001,4200000,4194070,317,0.0005,1
II,4220001,4230000,4225920,223,0.0,1
II,4280001,4290000,4284438,283,0.0,1
II,4290001,4300000,4295700,218,0.0,1
II,4300001,4310000,4303135,267,0.0011,1
II,4320001,4330000,4324089,332,0.003,1
II,4340001,4350000,4344789,252,0.0,1
II,4350001,4360000,4357349,456,0.0007,1
II,4360001,4370000,4368224,342,0.0019,1
II,4400001,4410000,4405572,330,0.0,1
II,4410001,4420000,4416346,220,0.002,1
II,4420001,4430000,4427002,715,0.0005,1
II,4430001,4440000,4432791,333,0.001,1
II,4440001,4450000,4443978,206,0.0013,1
II,4500001,4510000,4501897,441,0.0004,1
II,4510001,4520000,4514632,238,0.0,1
II,4520001,4530000,4525419,182,0.0024,1
II,4560001,4570000,4561091,323,0.0003,1
II,4580001,4590000,4586869,386,0.0,1
II,4600001,4610000,4603704,208,0.002,1
II,4610001,4620000,4616204,197,0.0,1
II,4630001,4640000,4633842,235,0.0015,1
II,4650001,4660000,4655227,244,0.0,1
II,4660001,4670000,4662730,490,0.0002,1
II,4680001,4690000,4684690,221,0.0,1
II,4700001,4710000,4705227,419,0.0,1
II,4710001,4720000,4716135,298,0.0,1
II,4720001,4730000,4723623,510,0.0005,1
II,4740001,4750000,4742885,317,0.0005,1
II,4750001,4760000,4754237,174,0.0016,1
II,4770001,4780000,4776088,423,0.001,1
II,4790001,4800000,4795897,628,0.0001,1
II,4830001,4840000,4834813,412,0.0018,1
II,4850001,4860000,4852463,235,0.0,1
II,4860001,4870000,4864230,438,0.0002,1
II,4870001,4880000,4871951,182,0.0014,1
II,4880001,4890000,4884320,388,0.0016,1
II,4900001,4910000,4902856,227,0.0,1
II,4910001,4920000,4914505,313,0.0,1
II,4920001,4930000,4923788,274,0.0,1
II,4930001,4940000,4936854,236,0.0004,1
II,4940001,4950000,4944622,481,0.0003,1
II,4950001,4960000,4957512,806,0.0006,1
II,5000001,5010000,5005755,713,0.0001,1
II,5020001,5030000,5025484,312,0.0,1
II,5030001,5040000,5035068,502,0.0,1
II,5050001,5060000,5055998,292,0.0,1
II,5060001,5070000,5066388,452,0.0,1
II,5080001,5090000,5086157,352,0.0002,1
II,5090001,5100000,5091622,308,0.0,1
II,5140001,5150000,5146524,195,0.0004,1
II,5160001,5170000,5164728,164,0.0031,1
II,5170001,5180000,5174821,371,0.0002,1
II,5200001,5210000,5209003,319,0.0,1
II,5210001,5220000,5218840,347,0.0,1
II,5230001,5240000,5234797,197,0.0,1
II,5270001,5280000,5278696,160,0.0,1
II,5310001,5320000,5317069,462,0.0002,1
II,5350001,5360000,5357450,442,0.0,1
II,5380001,5390000,5384359,502,0.0002,1
II,5390001,5400000,5394146,356,0.0002,1
II,5400001,5410000,5405179,442,0.0004,1
II,5410001,5420000,5415570,693,0.0008,1
II,5420001,5430000,5426741,247,0.0,1
II,5430001,5440000,5439007,177,0.0,1
II,5440001,5450000,5446128,399,0.0,1
II,5450001,5460000,5457064,301,0.0005,1
II,5470001,5480000,5475055,667,0.0004,1
II,5480001,5490000,5488957,263,0.0,1
II,5490001,5500000,5495679,258,0.0003,1
II,5500001,5510000,5502922,265,0.0,1
II,5510001,5520000,5513983,224,0.0023,1
II,5520001,5530000,5523295,260,0.0009,1
II,5530001,5540000,5535662,168,0.0055,1
II,5570001,5580000,5572910,164,0.0,1
II,5600001,5610000,5601637,243,0.0004,1
II,5610001,5620000,5617997,203,0.0004,1
II,5620001,5630000,5624256,808,0.0007,1
II,5630001,5640000,5635040,312,0.0004,1
II,5640001,5650000,5643640,375,0.0006,1
II,5650001,5660000,5657611,347,0.0012,1
II,5660001,5670000,5663406,216,0.0,1
II,5670001,5680000,5674914,582,0.0001,1
II,5680001,5690000,5686644,511,0.0002,1
II,5690001,5700000,5692737,499,0.0,1
II,5700001,5710000,5700561,191,0.0012,1
II,5710001,5720000,5716059,167,0.0034,1
II,5720001,5730000,5723642,235,0.0,1
II,5730001,5740000,5734165,197,0.0021,1
II,5750001,5760000,5753721,179,0.0037,1
II,5770001,5780000,5771949,191,0.0,1
II,5790001,5800000,5794293,409,0.0006,1
II,5800001,5810000,5801813,242,0.002,1
II,5820001,5830000,5829030,164,0.0,1
II,5830001,5840000,5834223,1046,0.0004,1
II,5840001,5850000,5847152,249,0.0,1
II,5850001,5860000,5854638,349,0.0002,1
II,5890001,5900000,5892514,320,0.0,1
II,5900001,5910000,5906831,422,0.0009,1
II,5910001,5920000,5919187,239,0.0,1
II,5920001,5930000,5921493,244,0.0,1
II,5940001,5950000,5942399,226,0.0004,1
II,5970001,5980000,5972731,193,0.0004,1
II,6020001,6030000,6024300,279,0.0003,1
II,6050001,6060000,6051446,232,0.0004,1
II,6090001,6100000,6095445,406,0.0,1
II,6110001,6120000,6114262,244,0.0,1
II,6150001,6160000,6157878,248,0.0012,1
II,6190001,6200000,6192108,327,0.0,1
II,6200001,6210000,6204534,179,0.0,1
II,6220001,6230000,6220993,218,0.0018,1
II,6230001,6240000,6238593,230,0.0,1
II,6240001,6250000,6248544,212,0.0014,1
II,6260001,6270000,6263553,284,0.0,1
II,6270001,6280000,6277314,888,0.0003,1
II,6280001,6290000,6286166,421,0.0004,1
II,6290001,6300000,6292538,162,0.0011,1
II,6300001,6310000,6306293,177,0.0005,1
II,6320001,6330000,6326413,214,0.0022,1
II,6330001,6340000,6332555,341,0.001,1
II,6350001,6360000,6354469,483,0.0,1
II,6360001,6370000,6364474,549,0.0008,1
II,6400001,6410000,6404160,284,0.0,1
II,6420001,6430000,6426571,238,0.0009,1
II,6440001,6450000,6444228,170,0.0,1
II,6450001,6460000,6455713,401,0.0004,1
II,6470001,6480000,6477297,352,0.0,1
II,6480001,6490000,6484935,317,0.0,1
II,6500001,6510000,6504445,214,0.0,1
II,6510001,6520000,6516580,198,0.0,1
II,6530001,6540000,6538166,235,0.0,1
II,6540001,6550000,6544727,555,0.0,1
II,6550001,6560000,6553082,631,0.0003,1
II,6560001,6570000,6565107,178,0.0,1
II,6580001,6590000,6583926,235,0.0,1
II,6590001,6600000,6595955,378,0.0,1
II,6600001,6610000,6602148,447,0.0,1
II,6620001,6630000,6625909,268,0.0,1
II,6630001,6640000,6636032,216,0.0004,1
II,6640001,6650000,6643006,237,0.0,1
II,6660001,6670000,6662861,282,0.0003,1
II,6670001,6680000,6672792,393,0.0021,1
II,6680001,6690000,6683719,196,0.0,1
II,6690001,6700000,6692340,234,0.0004,1
II,6730001,6740000,6735677,309,0.0,1
II,6740001,6750000,6745288,636,0.0001,1
II,6750001,6760000,6752581,178,0.0,1
II,6760001,6770000,6767365,295,0.0,1
II,6770001,6780000,6774504,428,0.0,1
II,6780001,6790000,6785820,318,0.0,1
II,6790001,6800000,6795367,476,0.0007,1
II,6840001,6850000,6845488,362,0.0,1
II,6850001,6860000,6853077,261,0.0,1
II,6870001,6880000,6875330,312,0.0003,1
II,6880001,6890000,6884175,448,0.0002,1
II,6890001,6900000,6894289,658,0.0015,1
II,6900001,6910000,6902357,269,0.0003,1
II,6920001,6930000,6923576,552,0.0003,1
II,6950001,6960000,6954969,467,0.001,1
II,6960001,6970000,6964871,450,0.0004,1
II,7000001,7010000,7006529,647,0.0,1
II,7010001,7020000,7016209,323,0.0011,1
II,7020001,7030000,7023220,267,0.0,1
II,7050001,7060000,7053163,354,0.0,1
II,7060001,7070000,7066146,504,0.0004,1
II,7090001,7100000,7097623,453,0.0009,1
II,7100001,7110000,7103335,735,0.0,1
II,7110001,7120000,7115312,573,0.0005,1
II,7140001,7150000,7148686,219,0.0,1
II,7150001,7160000,7152649,225,0.0004,1
II,7160001,7170000,7165318,362,0.0016,1
II,7180001,7190000,7187735,303,0.0003,1
II,7190001,7200000,7195663,527,0.0,1
II,7200001,7210000,7203833,476,0.0004,1
II,7210001,7220000,7214962,272,0.0008,1
II,7220001,7230000,7222440,316,0.0,1
II,7240001,7250000,7247960,273,0.0003,1
II,7250001,7260000,7253638,532,0.0002,1
II,7290001,7300000,7293813,269,0.0017,1
II,7300001,7310000,7304608,500,0.0,1
II,7350001,7360000,7353828,287,0.0,1
II,7360001,7370000,7361077,199,0.0,1
II,7370001,7380000,7375241,334,0.0,1
II,7390001,7400000,7397867,258,0.0,1
II,7400001,7410000,7405327,251,0.0017,1
II,7430001,7440000,7434699,223,0.0007,1
II,7450001,7460000,7456764,281,0.0004,1
II,7470001,7480000,7474186,256,0.0,1
II,7530001,7540000,7534848,615,0.0008,1
II,7540001,7550000,7544690,182,0.0,1
II,7550001,7560000,7552657,166,0.0,1
II,7570001,7580000,7576643,387,0.0,1
II,7580001,7590000,7583279,470,0.0005,1
II,7660001,7670000,7665708,423,0.0005,1
II,7670001,7680000,7670812,198,0.0,1
II,7680001,7690000,7686486,868,0.0004,1
II,7690001,7700000,7693729,321,0.0003,1
II,7700001,7710000,7703522,584,0.0001,1
II,7710001,7720000,7713092,205,0.0,1
II,7730001,7740000,7734338,735,0.0002,1
II,7740001,7750000,7745168,960,0.0003,1
II,7760001,7770000,7764202,363,0.0033,1
II,7770001,7780000,7775061,621,0.0,1
II,7780001,7790000,7781581,218,0.0021,1
II,7790001,7800000,7793284,177,0.0,1
II,7810001,7820000,7814662,248,0.0016,1
II,7820001,7830000,7821749,309,0.0,1
II,7840001,7850000,7844779,242,0.0,1
II,7850001,7860000,7855369,404,0.0013,1
II,7860001,7870000,7863647,891,0.0001,1
II,7870001,7880000,7878607,233,0.0,1
II,7890001,7900000,7898070,360,0.0,1
II,7900001,7910000,7902648,259,0.0003,1
II,7940001,7950000,7944490,316,0.0003,1
II,7990001,8000000,7996084,224,0.0,1
II,8010001,8020000,8016438,286,0.0,1
II,8020001,8030000,8022763,216,0.0004,1
II,8040001,8050000,8046997,310,0.0009,1
II,8050001,8060000,8056087,232,0.0022,1
II,8060001,8070000,8062834,335,0.0002,1
II,8080001,8090000,8083637,601,0.0004,1
II,8090001,8100000,8091340,220,0.0027,1
II,8100001,8110000,8104796,228,0.0,1
II,8110001,8120000,8114201,620,0.0001,1
II,8130001,8140000,8138069,400,0.0004,1
II,8140001,8150000,8145475,473,0.0002,1
II,8160001,8170000,8164635,986,0.0007,1
II,8170001,8180000,8177842,487,0.0008,1
II,8180001,8190000,8185458,871,0.0002,1
II,8210001,8220000,8216124,602,0.0,1
II,8230001,8240000,8234964,683,0.0003,1
II,8260001,8270000,8267133,168,0.0,1
II,8270001,8280000,8274092,715,0.0007,1
II,8280001,8290000,8283974,247,0.0,1
II,8300001,8310000,8307070,207,0.0,1
II,8320001,8330000,8324546,277,0.0,1
II,8330001,8340000,8333771,352,0.0,1
II,8350001,8360000,8356802,161,0.0007,1
II,8390001,8400000,8395698,228,0.0,1
II,8400001,8410000,8402616,249,0.0,1
II,8420001,8430000,8426617,432,0.0002,1
II,8430001,8440000,8431852,261,0.0006,1
II,8440001,8450000,8443837,170,0.0,1
II,8450001,8460000,8455846,352,0.0,1
II,8460001,8470000,8464844,268,0.0,1
II,8480001,8490000,8485948,384,0.0007,1
II,8490001,8500000,8494912,317,0.0,1
II,8520001,8530000,8524099,703,0.0,1
II,8530001,8540000,8536486,218,0.0013,1
II,8540001,8550000,8544288,312,0.0,1
II,8560001,8570000,8564370,295,0.0003,1
II,8570001,8580000,8573567,453,0.0012,1
II,8580001,8590000,8581385,205,0.0,1
II,8590001,8600000,8596314,347,0.0008,1
II,8600001,8610000,8604651,751,0.0004,1
II,8610001,8620000,8614553,223,0.0,1
II,8620001,8630000,8625671,282,0.0,1
II,8630001,8640000,8635206,203,0.0023,1
II,8650001,8660000,8655452,777,0.0,1
II,8660001,8670000,8665571,1022,0.0001,1
II,8670001,8680000,8671923,434,0.0007,1
II,8680001,8690000,8681380,166,0.0005,1
II,8690001,8700000,8695949,481,0.0005,1
II,8700001,8710000,8702434,208,0.0,1
II,8710001,8720000,8718301,198,0.0,1
II,8720001,8730000,8724674,267,0.0003,1
II,8760001,8770000,8766446,220,0.0004,1
II,8770001,8780000,8775539,760,0.0002,1
II,8800001,8810000,8804436,459,0.0002,1
II,8840001,8850000,8844733,307,0.0003,1
II,8850001,8860000,8852032,411,0.0008,1
II,8880001,8890000,8883116,637,0.0,1
II,8930001,8940000,8935125,610,0.0,1
II,8970001,8980000,8971428,246,0.0,1
II,8990001,9000000,8996624,488,0.0002,1
II,9000001,9010000,9005026,210,0.0,1
II,9010001,9020000,9017441,326,0.0,1
II,9030001,9040000,9037232,386,0.0,1
II,9040001,9050000,9045294,704,0.0,1
II,9050001,9060000,9052223,366,0.0014,1
II,9090001,9100000,9097122,279,0.0,1
II,9100001,9110000,9105076,190,0.0,1
II,9160001,9170000,9166225,482,0.0015,1
II,9170001,9180000,9174972,290,0.0003,1
II,9190001,9200000,9191559,172,0.0,1
II,9210001,9220000,9214716,691,0.0007,1
II,9230001,9240000,9235283,475,0.0012,1
II,9240001,9250000,9247617,211,0.0,1
II,9270001,9280000,9275730,213,0.0011,1
II,9280001,9290000,9288557,219,0.0004,1
II,9290001,9300000,9296141,319,0.0013,1
II,9320001,9330000,9323739,423,0.0,1
II,9330001,9340000,9334696,910,0.0005,1
II,9340001,9350000,9341311,301,0.0,1
II,9400001,9410000,9404294,450,0.0002,1
II,9410001,9420000,9413720,310,0.0,1
II,9420001,9430000,9426876,215,0.0004,1
II,9430001,9440000,9434505,442,0.0002,1
II,9440001,9450000,9445483,160,0.0024,1
II,9470001,9480000,9474650,173,0.002,1
II,9510001,9520000,9518434,324,0.0012,1
II,9540001,9550000,9544738,384,0.0006,1
II,9550001,9560000,9558273,215,0.0008,1
II,9580001,9590000,9586546,319,0.0,1
II,9590001,9600000,9593108,464,0.0008,1
II,9600001,9610000,9608923,276,0.0017,1
II,9610001,9620000,9613544,525,0.0006,1
II,9630001,9640000,9638671,221,0.0,1
II,9640001,9650000,9645750,502,0.0002,1
II,9650001,9660000,9656813,192,0.0,1
II,9660001,9670000,9665804,280,0.0003,1
II,9670001,9680000,9674278,249,0.0023,1
II,9690001,9700000,9697626,212,0.0,1
II,9700001,9710000,9702825,314,0.0,1
II,9740001,9750000,9744694,343,0.0,1
II,9780001,9790000,9783371,496,0.0,1
II,9790001,9800000,9796884,389,0.0002,1
II,9800001,9810000,9805495,223,0.0,1
II,9830001,9840000,9835069,334,0.0027,1
II,9840001,9850000,9844243,248,0.0097,1
II,9850001,9860000,9856450,581,0.0006,1
II,9860001,9870000,9862971,688,0.0,1
II,9880001,9890000,9887557,337,0.0,1
II,9890001,9900000,9892005,264,0.0,1
II,9920001,9930000,9925953,202,0.0021,1
II,9930001,9940000,9936363,348,0.001,1
II,9940001,9950000,9943565,641,0.0001,1
II,10000001,10010000,10007609,166,0.0006,1
II,10030001,10040000,10035694,538,0.0001,1
II,10040001,10050000,10043771,278,0.0,1
II,10050001,10060000,10057238,273,0.0006,1
II,10060001,10070000,10062821,483,0.0005,1
II,10100001,10110000,10102344,467,0.0005,1
II,10110001,10120000,10113879,579,0.0026,1
II,10120001,10130000,10124826,286,0.0,1
II,10170001,10180000,10177314,678,0.0001,1
II,10200001,10210000,10202917,203,0.0,1
II,10210001,10220000,10219474,161,0.0,1
II,10220001,10230000,10225175,507,0.0012,1
II,10230001,10240000,10234318,338,0.0,1
II,10240001,10250000,10245195,414,0.0002,1
II,10250001,10260000,10254087,541,0.0003,1
II,10260001,10270000,10264786,653,0.0002,1
II,10300001,10310000,10305615,852,0.0013,1
II,10310001,10320000,10315359,470,0.0007,1
II,10330001,10340000,10334907,216,0.0024,1
II,10340001,10350000,10347537,531,0.0016,1
II,10390001,10400000,10397694,521,0.0,1
II,10450001,10460000,10454587,165,0.0,1
II,10460001,10470000,10465658,177,0.0024,1
II,10470001,10480000,10477347,207,0.0,1
II,10480001,10490000,10483449,428,0.0002,1
II,10530001,10540000,10534707,372,0.0002,1
II,10560001,10570000,10562288,357,0.0,1
II,10580001,10590000,10585694,926,0.0003,1
II,10590001,10600000,10594607,413,0.0011,1
II,10620001,10630000,10627760,198,0.0026,1
II,10640001,10650000,10642701,294,0.0,1
II,10660001,10670000,10660947,277,0.0003,1
II,10690001,10700000,10693387,228,0.0,1
II,10700001,10710000,10704341,465,0.0,1
II,10710001,10720000,10711157,287,0.0008,1
II,10720001,10730000,10726088,500,0.0009,1
II,10740001,10750000,10746205,204,0.0,1
II,10750001,10760000,10756813,202,0.0,1
II,10780001,10790000,10782834,369,0.0004,1
II,10790001,10800000,10792267,374,0.0008,1
II,10810001,10820000,10815294,353,0.0,1
II,10820001,10830000,10824159,588,0.0001,1
II,10830001,10840000,10837888,169,0.0,1
