chr,start,end,mid,sites,pi_all,fold_degeneracy
I,9490001,9500000,9493243,439,0.0,0
I,9500001,9510000,9506596,873,0.0,0
I,9510001,9520000,9515077,765,0.0,0
I,9540001,9550000,9540173,196,0.0,0
I,9560001,9570000,9567530,164,0.0,0
I,9570001,9580000,9573753,229,0.0007,0
I,9580001,9590000,9586025,1253,0.0002,0
I,9600001,9610000,9608465,399,0.0,0
I,9610001,9620000,9617336,1076,0.0,0
I,9620001,9630000,9624598,483,0.0005,0
I,9640001,9650000,9643709,991,0.0005,0
I,9650001,9660000,9653639,297,0.001,0
I,9680001,9690000,9687981,466,0.0,0
I,9710001,9720000,9717732,261,0.0,0
I,9720001,9730000,9725708,288,0.0,0
I,9740001,9750000,9745558,712,0.0,0
I,9750001,9760000,9755434,331,0.0,0
I,9760001,9770000,9764817,230,0.0004,0
I,9770001,9780000,9778577,235,0.0,0
I,9780001,9790000,9784621,1003,0.0001,0
I,9800001,9810000,9809642,348,0.0,0
I,9840001,9850000,9848394,255,0.0,0
I,9860001,9870000,9866471,445,0.0005,0
I,9870001,9880000,9875978,271,0.0006,0
I,9890001,9900000,9893979,512,0.0,0
I,9920001,9930000,9926351,389,0.0,0
I,9930001,9940000,9936491,245,0.0,0
I,9950001,9960000,9954513,740,0.0002,0
I,9960001,9970000,9965687,782,0.0,0
I,9970001,9980000,9977858,681,0.0,0
I,9980001,9990000,9983280,675,0.0,0
I,9990001,10000000,9992996,939,0.0001,0
I,10010001,10020000,10017753,173,0.0,0
I,10020001,10030000,10025078,332,0.0,0
I,10040001,10050000,10047091,470,0.0,0
I,10050001,10060000,10054383,651,0.0,0
I,10070001,10080000,10072181,294,0.0008,0
I,10110001,10120000,10112823,438,0.0002,0
I,10120001,10130000,10124721,1170,0.0,0
I,10160001,10170000,10162825,435,0.0,0
I,10180001,10190000,10184735,669,0.0,0
I,10190001,10200000,10195176,698,0.0001,0
I,10220001,10230000,10225393,380,0.0013,0
I,10250001,10260000,10256248,303,0.0,0
I,10260001,10270000,10267913,1881,0.0043,0
I,10270001,10280000,10273703,3045,0.0041,0
I,10290001,10300000,10295930,333,0.0,0
I,10320001,10330000,10325673,786,0.0012,0
I,10330001,10340000,10334067,443,0.0004,0
I,10340001,10350000,10345538,1065,0.0,0
I,10350001,10360000,10358446,419,0.0,0
I,10370001,10380000,10378238,386,0.0,0
I,10380001,10390000,10386715,377,0.0,0
I,10390001,10400000,10396011,382,0.0,0
I,10400001,10410000,10401929,248,0.0,0
I,10410001,10420000,10419661,202,0.0,0
I,10420001,10430000,10423921,206,0.0,0
I,10430001,10440000,10436269,575,0.0,0
I,10440001,10450000,10445943,301,0.0,0
I,10460001,10470000,10466337,406,0.0,0
I,10470001,10480000,10474606,986,0.0008,0
I,10480001,10490000,10483899,428,0.0007,0
I,10510001,10520000,10513348,410,0.0004,0
I,10520001,10530000,10521284,299,0.0,0
I,10550001,10560000,10555911,631,0.0,0
I,10560001,10570000,10568533,342,0.0,0
I,10570001,10580000,10576317,708,0.0,0
I,10580001,10590000,10582676,381,0.0,0
I,10590001,10600000,10594458,849,0.0,0
I,10600001,10610000,10608128,476,0.0,0
I,10610001,10620000,10613892,843,0.0,0
I,10620001,10630000,10626098,518,0.0,0
I,10630001,10640000,10636416,501,0.0,0
I,10640001,10650000,10645015,473,0.0016,0
I,10650001,10660000,10657269,492,0.0009,0
I,10660001,10670000,10664983,261,0.0,0
I,10670001,10680000,10675321,1049,0.0003,0
I,10680001,10690000,10684232,718,0.0003,0
I,10710001,10720000,10715515,406,0.0002,0
I,10720001,10730000,10723139,533,0.0,0
I,10730001,10740000,10734557,916,0.0005,0
I,10740001,10750000,10742712,328,0.0,0
I,10770001,10780000,10773954,418,0.0,0
I,10780001,10790000,10788262,429,0.0002,0
I,10790001,10800000,10793403,1678,0.0004,0
I,10800001,10810000,10805702,565,0.0006,0
I,10810001,10820000,10812402,414,0.0012,0
I,10820001,10830000,10825899,538,0.0,0
I,10830001,10840000,10833497,308,0.0003,0
I,10840001,10850000,10845259,1138,0.0006,0
I,10860001,10870000,10864860,640,0.0004,0
I,10870001,10880000,10875333,415,0.0002,0
I,10880001,10890000,10884924,1098,0.0005,0
I,10900001,10910000,10908194,239,0.0,0
I,10920001,10930000,10924924,191,0.0,0
I,10930001,10940000,10935695,412,0.0,0
I,10970001,10980000,10976699,316,0.0037,0
I,11010001,11020000,11014140,498,0.0009,0
I,11060001,11070000,11069261,179,0.0,0
I,11120001,11130000,11126754,240,0.0016,0
I,11150001,11160000,11151480,192,0.0,0
I,11180001,11190000,11180416,184,0.0,0
I,11260001,11270000,11263540,199,0.0002,0
I,11270001,11280000,11277276,389,0.0002,0
I,11280001,11290000,11287320,463,0.0005,0
I,11290001,11300000,11292800,282,0.0,0
I,11300001,11310000,11306595,209,0.0004,0
I,11330001,11340000,11334795,348,0.0002,0
I,11380001,11390000,11384964,226,0.0004,0
I,11420001,11430000,11424591,403,0.0008,0
I,11490001,11500000,11498016,238,0.0007,0
I,11500001,11510000,11503708,525,0.0012,0
I,11540001,11550000,11542066,286,0.0016,0
I,11560001,11570000,11563807,565,0.0001,0
I,11570001,11580000,11574693,399,0.0008,0
I,11590001,11600000,11597056,190,0.0,0
I,11610001,11620000,11611837,206,0.0005,0
I,11630001,11640000,11635755,476,0.0003,0
I,11640001,11650000,11640189,199,0.0,0
I,11650001,11660000,11652526,799,0.0009,0
I,11700001,11710000,11704162,367,0.0007,0
I,11710001,11720000,11715562,416,0.0026,0
I,11740001,11750000,11745317,834,0.0008,0
I,11750001,11760000,11751287,287,0.001,0
I,11760001,11770000,11769388,292,0.0,0
I,11770001,11780000,11773127,630,0.0,0
I,11850001,11860000,11856453,186,0.0005,0
I,11900001,11910000,11908662,476,0.0004,0
I,11910001,11920000,11912959,448,0.0005,0
I,11950001,11960000,11950752,178,0.0,0
I,12010001,12020000,12015961,833,0.0002,0
I,12020001,12030000,12021389,192,0.0,0
I,12030001,12040000,12030183,162,0.0,0
I,12050001,12060000,12050346,188,0.0,0
I,12060001,12070000,12062819,230,0.0,0
I,12090001,12100000,12092129,239,0.0028,0
I,12100001,12110000,12105590,550,0.009,0
I,12110001,12120000,12116948,266,0.004,0
I,12140001,12150000,12145799,180,0.0028,0
I,12150001,12160000,12152327,267,0.0006,0
I,12180001,12190000,12183902,297,0.0,0
I,12200001,12210000,12204282,374,0.0044,0
I,12210001,12220000,12213334,547,0.0005,0
I,12240001,12250000,12246056,723,0.0017,0
I,12250001,12260000,12253083,280,0.0003,0
I,12260001,12270000,12265381,207,0.0,0
I,12280001,12290000,12286377,273,0.0022,0
I,12290001,12300000,12292583,361,0.0011,0
I,12300001,12310000,12305430,1070,0.0014,0
I,12310001,12320000,12317778,522,0.0013,0
I,12320001,12330000,12323592,583,0.0005,0
I,12330001,12340000,12333359,418,0.0012,0
I,12340001,12350000,12343726,575,0.0004,0
I,12350001,12360000,12356971,376,0.0,0
I,12360001,12370000,12364464,301,0.0057,0
I,12370001,12380000,12375119,279,0.0014,0
I,12380001,12390000,12383211,488,0.0021,0
I,12390001,12400000,12394100,801,0.0016,0
I,12400001,12410000,12404355,767,0.0007,0
I,12410001,12420000,12415414,441,0.0045,0
I,12420001,12430000,12423306,326,0.0036,0
I,12430001,12440000,12433837,623,0.0011,0
I,12440001,12450000,12444969,385,0.0036,0
I,12450001,12460000,12450375,185,0.0017,0
I,12470001,12480000,12472932,215,0.0011,0
I,12490001,12500000,12494219,395,0.0,0
I,12500001,12510000,12506032,635,0.0001,0
I,12530001,12540000,12537862,346,0.0002,0
I,12550001,12560000,12555465,253,0.0027,0
I,12560001,12570000,12563206,475,0.0036,0
I,12650001,12660000,12653667,408,0.0009,0
I,12670001,12680000,12672740,305,0.0,0
I,12680001,12690000,12688214,373,0.0011,0
I,12690001,12700000,12695419,542,0.0048,0
I,12700001,12710000,12704886,980,0.0044,0
I,12710001,12720000,12712846,243,0.0015,0
I,12720001,12730000,12723892,400,0.0014,0
I,12740001,12750000,12745535,221,0.0004,0
I,12750001,12760000,12751010,313,0.0003,0
I,12760001,12770000,12763708,209,0.0022,0
I,12770001,12780000,12775446,490,0.002,0
I,12790001,12800000,12794987,413,0.0002,0
I,12800001,12810000,12806463,411,0.0019,0
I,12810001,12820000,12812445,393,0.001,0
I,12820001,12830000,12822056,215,0.0,0
I,12850001,12860000,12855340,215,0.0,0
I,12860001,12870000,12867308,626,0.0015,0
I,12880001,12890000,12886852,907,0.0003,0
I,12890001,12900000,12890428,204,0.0,0
I,12900001,12910000,12904203,256,0.0003,0
I,12910001,12920000,12916935,263,0.0003,0
I,12940001,12950000,12946664,620,0.0008,0
I,12950001,12960000,12955750,907,0.0019,0
I,12960001,12970000,12964191,1019,0.0004,0
I,12970001,12980000,12971898,264,0.0003,0
I,12980001,12990000,12982367,244,0.002,0
I,13050001,13060000,13056753,545,0.0008,0
I,13100001,13110000,13106969,565,0.0051,0
I,13110001,13120000,13114186,219,0.0,0
I,13120001,13130000,13124611,291,0.0,0
I,13150001,13160000,13155865,826,0.001,0
I,13160001,13170000,13166770,297,0.0003,0
I,13170001,13180000,13176582,791,0.0002,0
I,13180001,13190000,13183619,645,0.0012,0
I,13190001,13200000,13192905,258,0.0,0
I,13200001,13210000,13204861,847,0.0017,0
I,13210001,13220000,13216782,970,0.0034,0
I,13220001,13230000,13228709,260,0.0003,0
I,13230001,13240000,13235931,844,0.0003,0
I,13240001,13250000,13246350,662,0.0022,0
I,13250001,13260000,13255371,255,0.0004,0
I,13260001,13270000,13263454,838,0.0028,0
I,13270001,13280000,13272910,346,0.0005,0
I,13280001,13290000,13284813,209,0.0,0
I,13290001,13300000,13296507,1098,0.001,0
I,13300001,13310000,13305825,759,0.0005,0
I,13310001,13320000,13313336,476,0.0,0
I,13320001,13330000,13327898,488,0.0,0
I,13330001,13340000,13336906,439,0.0,0
I,13340001,13350000,13342820,357,0.0,0
I,13350001,13360000,13353484,332,0.0,0
I,13380001,13390000,13386842,643,0.0022,0
I,13390001,13400000,13395373,306,0.0,0
I,13420001,13430000,13422098,193,0.0009,0
I,13430001,13440000,13432859,382,0.0004,0
I,13440001,13450000,13442840,166,0.0,0
I,13460001,13470000,13467251,368,0.0002,0
I,13470001,13480000,13472660,483,0.0,0
I,13490001,13500000,13491578,410,0.0,0
I,13510001,13520000,13516953,323,0.0,0
I,13530001,13540000,13537765,321,0.0,0
I,13540001,13550000,13543978,193,0.0,0
I,13550001,13560000,13555717,772,0.0,0
I,13560001,13570000,13562212,310,0.0,0
I,13570001,13580000,13575457,521,0.0,0
I,13580001,13590000,13585636,214,0.0,0
I,13600001,13610000,13605244,524,0.0,0
I,13630001,13640000,13633109,185,0.0,0
I,13640001,13650000,13643383,257,0.0,0
I,13650001,13660000,13658314,394,0.0,0
I,13660001,13670000,13669784,164,0.0,0
I,13670001,13680000,13673521,470,0.0002,0
I,13680001,13690000,13684822,324,0.0,0
I,13730001,13740000,13739428,165,0.0005,0
I,13750001,13760000,13755283,171,0.0021,0
I,13760001,13770000,13767401,231,0.0,0
I,13770001,13780000,13775997,356,0.0,0
I,13780001,13790000,13786519,416,0.0,0
I,13820001,13830000,13824793,615,0.0013,0
I,13850001,13860000,13854160,622,0.0004,0
I,13880001,13890000,13885785,272,0.0,0
I,13900001,13910000,13907309,509,0.0,0
I,13910001,13920000,13916124,724,0.0009,0
I,13920001,13930000,13921860,193,0.0021,0
I,13950001,13960000,13955166,636,0.0001,0
I,13980001,13990000,13987724,230,0.0014,0
I,14000001,14010000,14005843,219,0.0,0
I,14060001,14070000,14063485,523,0.0002,0
I,14080001,14090000,14087125,423,0.0014,0
I,14090001,14100000,14099698,179,0.0,0
I,14100001,14110000,14105779,277,0.0,0
I,14110001,14120000,14113422,235,0.0004,0
I,14120001,14130000,14125272,191,0.0,0
I,14130001,14140000,14131316,364,0.0,0
I,14150001,14160000,14154493,268,0.0003,0
I,14170001,14180000,14175082,264,0.0012,0
I,14210001,14220000,14212737,589,0.0005,0
I,14220001,14230000,14224030,209,0.0004,0
I,14230001,14240000,14236933,273,0.0003,0
I,14240001,14250000,14244060,539,0.0003,0
I,14250001,14260000,14252439,406,0.0026,0
I,14260001,14270000,14263531,215,0.002,0
I,14280001,14290000,14286775,672,0.0012,0
I,14290001,14300000,14298451,469,0.0,0
I,14320001,14330000,14322430,163,0.0,0
I,14350001,14360000,14353739,337,0.0,0
I,14360001,14370000,14366175,224,0.0,0
I,14380001,14390000,14382955,343,0.0,0
I,14390001,14400000,14395632,506,0.0002,0
I,14400001,14410000,14404327,441,0.0011,0
I,14420001,14430000,14426630,182,0.0,0
I,14470001,14480000,14475334,207,0.0005,0
I,14490001,14500000,14492716,193,0.0,0
I,14500001,14510000,14504351,263,0.0003,0
I,14510001,14520000,14518525,228,0.0,0
I,14540001,14550000,14541849,395,0.0004,0
I,14550001,14560000,14557818,424,0.0004,0
I,14570001,14580000,14575145,432,0.0002,0
I,14600001,14610000,14602939,299,0.0003,0
I,14630001,14640000,14637634,451,0.0,0
I,14640001,14650000,14647497,288,0.0,0
I,14650001,14660000,14652007,607,0.0,0
I,14660001,14670000,14667036,187,0.0,0
I,14670001,14680000,14673881,344,0.0,0
I,14680001,14690000,14685715,325,0.0,0
I,14690001,14700000,14696508,514,0.0012,0
I,14700001,14710000,14705697,635,0.0003,0
I,14710001,14720000,14713607,775,0.0001,0
I,14720001,14730000,14723310,201,0.0,0
I,14730001,14740000,14737858,512,0.001,0
I,14740001,14750000,14744342,423,0.0002,0
I,14750001,14760000,14756601,654,0.0,0
I,14760001,14770000,14761118,218,0.0,0
I,14770001,14780000,14775859,838,0.0003,0
I,14780001,14790000,14783872,688,0.0,0
I,14790001,14800000,14793110,252,0.0004,0
I,14810001,14820000,14817229,638,0.0005,0
I,14820001,14830000,14820918,410,0.0,0
I,14840001,14850000,14840951,518,0.0002,0
I,14850001,14860000,14852442,404,0.0002,0
I,14870001,14880000,14874896,556,0.0,0
I,14880001,14890000,14882340,549,0.0011,0
I,14890001,14900000,14896107,168,0.0016,0
I,14910001,14920000,14911764,654,0.0,0
I,14940001,14950000,14948320,296,0.0,0
I,14950001,14960000,14955985,288,0.0028,0
I,15000001,15010000,15007663,831,0.0001,0
I,15010001,15020000,15014204,1643,0.0001,0
I,15020001,15030000,15021797,879,0.0002,0
I,15030001,15040000,15037926,424,0.0,0
I,15040001,15050000,15046658,1216,0.0003,0
I,15050001,15060000,15053093,443,0.0004,0
II,1,10000,4791,288,0.0,0
II,10001,20000,12001,307,0.0,0
II,20001,30000,22986,683,0.0001,0
II,30001,40000,34992,621,0.0005,0
II,40001,50000,45430,1270,0.0001,0
II,50001,60000,56505,1131,0.0001,0
II,60001,70000,66063,359,0.0002,0
II,90001,100000,95294,805,0.0004,0
II,100001,110000,106792,509,0.0003,0
II,110001,120000,113815,1424,0.0002,0
II,120001,130000,125706,473,0.0003,0
II,130001,140000,136992,639,0.0,0
II,150001,160000,153741,710,0.0,0
II,170001,180000,174210,416,0.0004,0
II,200001,210000,207652,526,0.0,0
II,210001,220000,219065,227,0.0007,0
II,220001,230000,221098,184,0.0,0
II,230001,240000,235632,182,0.0,0
II,240001,250000,246109,740,0.0,0
II,250001,260000,252076,424,0.0012,0
II,260001,270000,261293,283,0.0,0
II,270001,280000,274826,666,0.0,0
II,280001,290000,286037,420,0.0002,0
II,300001,310000,304445,553,0.0,0
II,330001,340000,330826,380,0.0,0
II,340001,350000,348927,351,0.0004,0
II,370001,380000,375451,172,0.0009,0
II,380001,390000,382884,272,0.0012,0
II,410001,420000,412854,540,0.002,0
II,450001,460000,457161,165,0.0,0
II,460001,470000,465825,241,0.0,0
II,480001,490000,483599,213,0.0,0
II,520001,530000,524681,268,0.0003,0
II,530001,540000,532407,197,0.0087,0
II,550001,560000,553629,252,0.0,0
II,560001,570000,566831,270,0.0019,0
II,580001,590000,585147,344,0.0013,0
II,590001,600000,592801,264,0.0,0
II,600001,610000,605096,313,0.0013,0
II,610001,620000,616136,485,0.0,0
II,620001,630000,628060,294,0.0063,0
II,630001,640000,636531,494,0.0026,0
II,640001,650000,641248,207,0.0038,0
II,650001,660000,659127,285,0.0311,0
II,740001,750000,748183,200,0.0025,0
II,800001,810000,800741,276,0.0003,0
II,810001,820000,810359,205,0.0004,0
II,820001,830000,823536,395,0.002,0
II,840001,850000,846298,284,0.0046,0
II,860001,870000,865602,463,0.0116,0
II,870001,880000,876055,828,0.0,0
II,890001,900000,899549,167,0.0067,0
II,910001,920000,916116,472,0.0056,0
II,920001,930000,924467,380,0.004,0
II,930001,940000,931621,230,0.0052,0
II,950001,960000,959515,261,0.0058,0
II,960001,970000,966584,249,0.0053,0
II,970001,980000,977376,210,0.0024,0
II,1030001,1040000,1031247,216,0.0004,0
II,1060001,1070000,1060556,161,0.0141,0
II,1090001,1100000,1095206,573,0.0009,0
II,1100001,1110000,1104006,386,0.0016,0
II,1120001,1130000,1127068,286,0.0,0
II,1130001,1140000,1132059,187,0.0021,0
II,1140001,1150000,1149323,498,0.0,0
II,1150001,1160000,1151194,284,0.0,0
II,1160001,1170000,1165827,335,0.0003,0
II,1220001,1230000,1228193,354,0.0,0
II,1230001,1240000,1238469,178,0.0029,0
II,1260001,1270000,1262551,197,0.0322,0
II,1270001,1280000,1273263,225,0.0079,0
II,1280001,1290000,1282748,407,0.0131,0
II,1300001,1310000,1305132,402,0.001,0
II,1310001,1320000,1317486,496,0.0013,0
II,1370001,1380000,1374628,328,0.0052,0
II,1400001,1410000,1404744,511,0.0008,0
II,1410001,1420000,1418506,192,0.0,0
II,1430001,1440000,1433770,410,0.0008,0
II,1440001,1450000,1444794,337,0.0021,0
II,1460001,1470000,1468162,376,0.003,0
II,1470001,1480000,1472220,372,0.0018,0
II,1530001,1540000,1538056,197,0.0364,0
II,1550001,1560000,1551020,169,0.0236,0
II,1570001,1580000,1576403,446,0.0145,0
II,1600001,1610000,1605261,803,0.0077,0
II,1610001,1620000,1613040,182,0.0097,0
II,1630001,1640000,1637643,296,0.0023,0
II,1640001,1650000,1644613,201,0.0071,0
II,1660001,1670000,1665958,411,0.0097,0
II,1680001,1690000,1685560,731,0.0039,0
II,1700001,1710000,1702620,228,0.0056,0
II,1710001,1720000,1717550,309,0.0026,0
II,1720001,1730000,1725815,949,0.0011,0
II,1730001,1740000,1739044,390,0.0029,0
II,1740001,1750000,1742566,376,0.0042,0
II,1750001,1760000,1758981,202,0.0167,0
II,1930001,1940000,1937828,172,0.0265,0
II,1950001,1960000,1955208,312,0.0093,0
II,1990001,2000000,1996974,329,0.0113,0
II,2020001,2030000,2028284,180,0.0086,0
II,2100001,2110000,2102367,220,0.0302,0
II,2130001,2140000,2134317,164,0.0138,0
II,2140001,2150000,2146241,263,0.0138,0
II,2150001,2160000,2153849,181,0.0174,0
II,2160001,2170000,2167462,170,0.0105,0
II,2180001,2190000,2185684,320,0.0047,0
II,2200001,2210000,2205525,263,0.0062,0
II,2210001,2220000,2218134,209,0.0033,0
II,2220001,2230000,2222386,272,0.001,0
II,2350001,2360000,2356577,335,0.0102,0
II,2410001,2420000,2418018,509,0.0104,0
II,2420001,2430000,2427253,391,0.0144,0
II,2450001,2460000,2456217,385,0.0024,0
II,2460001,2470000,2465556,551,0.0003,0
II,2470001,2480000,2475670,240,0.0012,0
II,2500001,2510000,2508024,266,0.0,0
II,2510001,2520000,2513038,222,0.0028,0
II,2520001,2530000,2523155,415,0.0023,0
II,2540001,2550000,2548417,370,0.0167,0
II,2550001,2560000,2556979,269,0.002,0
II,2570001,2580000,2573868,171,0.0,0
II,2580001,2590000,2585637,293,0.0035,0
II,2620001,2630000,2626127,355,0.0044,0
II,2640001,2650000,2645036,401,0.0037,0
II,2660001,2670000,2662149,268,0.0022,0
II,2680001,2690000,2683379,542,0.0036,0
II,2690001,2700000,2693701,184,0.0046,0
II,2700001,2710000,2707599,250,0.0035,0
II,2720001,2730000,2723434,278,0.0,0
II,2730001,2740000,2735553,383,0.0028,0
II,2740001,2750000,2740701,286,0.0034,0
II,2750001,2760000,2752837,210,0.0032,0
II,2760001,2770000,2765023,487,0.0029,0
II,2770001,2780000,2773274,1054,0.0023,0
II,2780001,2790000,2780513,253,0.0006,0
II,2810001,2820000,2812710,266,0.0003,0
II,2880001,2890000,2881084,267,0.0006,0
II,2930001,2940000,2935348,475,0.0016,0
II,2940001,2950000,2946448,262,0.0046,0
II,2950001,2960000,2957053,352,0.0008,0
II,2990001,3000000,2992659,220,0.0,0
II,3000001,3010000,3003077,198,0.0041,0
II,3030001,3040000,3035972,475,0.0011,0
II,3040001,3050000,3044162,422,0.0018,0
II,3050001,3060000,3055149,370,0.0025,0
II,3060001,3070000,3061543,182,0.0029,0
II,3100001,3110000,3104450,217,0.0046,0
II,3110001,3120000,3113648,465,0.0012,0
II,3120001,3130000,3126244,440,0.0009,0
II,3130001,3140000,3135725,403,0.0019,0
II,3140001,3150000,3145129,444,0.0005,0
II,3150001,3160000,3156019,222,0.0004,0
II,3190001,3200000,3195011,699,0.0036,0
II,3250001,3260000,3256387,380,0.0002,0
II,3370001,3380000,3376771,805,0.0064,0
II,3390001,3400000,3396914,403,0.0035,0
II,3400001,3410000,3402866,701,0.0046,0
II,3410001,3420000,3416286,496,0.0017,0
II,3430001,3440000,3432320,299,0.0,0
II,3440001,3450000,3446075,1065,0.0009,0
II,3450001,3460000,3454003,663,0.0017,0
II,3460001,3470000,3462060,296,0.0008,0
II,3470001,3480000,3473944,666,0.0072,0
II,3490001,3500000,3493336,345,0.002,0
II,3500001,3510000,3505083,362,0.0,0
II,3510001,3520000,3515394,423,0.0019,0
II,3520001,3530000,3520393,176,0.0005,0
II,3550001,3560000,3552827,458,0.0009,0
II,3560001,3570000,3562204,318,0.0,0
II,3570001,3580000,3575733,569,0.0016,0
II,3620001,3630000,3626012,742,0.0012,0
II,3630001,3640000,3634198,789,0.003,0
II,3660001,3670000,3667962,166,0.0,0
II,3680001,3690000,3683749,209,0.0031,0
II,3700001,3710000,3703464,438,0.0019,0
II,3710001,3720000,3715138,300,0.0025,0
II,3720001,3730000,3724790,407,0.0109,0
II,3730001,3740000,3730579,175,0.0013,0
II,3760001,3770000,3766414,611,0.0038,0
II,3770001,3780000,3774697,577,0.0022,0
II,3810001,3820000,3812704,235,0.0,0
II,3830001,3840000,3834196,273,0.0064,0
II,3840001,3850000,3847236,532,0.0029,0
II,3900001,3910000,3906460,408,0.0011,0
II,3920001,3930000,3925108,195,0.0004,0
II,3930001,3940000,3934304,752,0.0013,0
II,3960001,3970000,3967729,509,0.0,0
II,3970001,3980000,3975509,335,0.0,0
II,3980001,3990000,3987918,179,0.0005,0
II,4010001,4020000,4017317,512,0.0003,0
II,4040001,4050000,4044071,180,0.0,0
II,4060001,4070000,4063229,840,0.0007,0
II,4070001,4080000,4071016,219,0.0004,0
II,4160001,4170000,4163756,265,0.0003,0
II,4170001,4180000,4174998,445,0.001,0
II,4190001,4200000,4193979,550,0.0004,0
II,4200001,4210000,4207585,213,0.0008,0
II,4210001,4220000,4212263,165,0.0007,0
II,4220001,4230000,4225835,378,0.0008,0
II,4250001,4260000,4255433,280,0.0,0
II,4280001,4290000,4284406,490,0.0,0
II,4290001,4300000,4295702,393,0.0,0
II,4300001,4310000,4303165,471,0.0,0
II,4310001,4320000,4311952,194,0.0,0
II,4320001,4330000,4324059,584,0.0018,0
II,4340001,4350000,4344799,432,0.0004,0
II,4350001,4360000,4357375,808,0.0009,0
II,4360001,4370000,4368240,598,0.0011,0
II,4370001,4380000,4370579,231,0.0,0
II,4400001,4410000,4405467,582,0.0001,0
II,4410001,4420000,4416338,387,0.0013,0
II,4420001,4430000,4426986,1279,0.0004,0
II,4430001,4440000,4432690,579,0.0008,0
II,4440001,4450000,4444209,347,0.0008,0
II,4480001,4490000,4484483,207,0.0,0
II,4500001,4510000,4501889,770,0.0,0
II,4510001,4520000,4514659,406,0.0002,0
II,4520001,4530000,4525372,325,0.0027,0
II,4560001,4570000,4561089,552,0.0006,0
II,4580001,4590000,4586915,668,0.0001,0
II,4590001,4600000,4592943,165,0.0,0
II,4600001,4610000,4603719,362,0.0011,0
II,4610001,4620000,4616170,355,0.0,0
II,4630001,4640000,4633860,413,0.0009,0
II,4650001,4660000,4655255,435,0.0,0
II,4660001,4670000,4662753,851,0.0003,0
